id,topic,macro_area,baseline_valid_rate,perm_valid_rate,dup_valid_rate,threat_valid_rate,threat_economic_valid_rate,threat_it_system_valid_rate,threat_legal_valid_rate,baseline_choice,log_consistency_rate,jsd_permutation,jsd_duplication,jsd_threat,jsd_threat_economic,jsd_threat_it_system,jsd_threat_legal,most_disruptive_threat,threat_economic_stable,threat_it_system_stable,threat_legal_stable,permutation_stable,duplication_stable,threat_resistant,political_affinity,alignment_score,human_alignment_wd,wd_democrat,wd_republican,wd_independent,wd_liberal,wd_moderate,wd_conservative
EVERSHOT_W26,EVERSHOT,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.004368296242089793,0.0078337633053992,0.0009643035243794978,0.001437353014550474,0.00011836881794390553,0.0019855372647192074,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Democrat,0.8009,0.19910000000000005,0.09922751677852348,0.29169486709440884,0.2374316283034954,0.1536772357723578,0.19250900066181342,0.255778496868476
REASONGUNA_W26,REASONGUN,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.04385957534088148,0.06634551419654337,4.00412449214091e-05,0.00014611265660685038,5.2306073149294575e-05,0.00011547101030453761,Economic,Robust,Robust,Robust,Robust,Stable,Improved,Moderate,0.9415499999999999,0.11690000000000011,0.11552661596958175,0.26009627329192564,0.10901351351351363,0.17672222222222217,0.08618322981366466,0.21278395061728395
REASONGUNB_W26,REASONGUN,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.035438256757087214,0.030679246285785024,1.958571364553516e-05,2.158932454455383e-05,0.00024185791978883,1.5448857822687604e-05,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.7394783228322832,0.5210433543354336,0.7198028963201665,0.43768414108491605,0.5168766876687669,0.7224322432243225,0.5267110561987878,0.39888988898889904
REASONGUNC_W26,REASONGUN,Guns,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A,1.0,0.04557968285849435,0.04164727193261276,4.93942327326452e-05,8.495652104671897e-05,0.0001727081029871515,0.000187721490863947,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Independent,0.8200187881211878,0.35996242375762433,0.600953263452281,0.3487353967305973,0.26990656790176853,0.4590957570909578,0.40278945078465134,0.29387656767821996
REASONGUND_W26,REASONGUN,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.04642455273231858,0.05687404319351875,0.00016236190344125863,0.00021634672923198826,0.00011236683387331049,0.0003499615511542101,Legal,Robust,Robust,Robust,Robust,Stable,Improved,Republican,0.5299280128012802,0.9401439743974397,0.979973859454911,0.8931601234657627,0.970356219295399,1.0151629688108477,0.9459939743974397,0.9285777212957027
REASONGUNE_W26,REASONGUN,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.016271601404644065,0.004051113935915585,0.0007246318789297755,0.0007199866242276725,0.0007326614283711726,0.000769987000326621,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Democrat,0.45365,1.0927,1.0574916030534351,1.1098158004158005,1.104445045045045,1.091522905027933,1.0894829875518672,1.1242148148148148
IMPREASONGUN_W26,IMPREASONGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.004947512387882014,0.013615437872567472,0.0003039344587647194,0.0004513731903504642,0.0003927517233407706,0.0007090538136026177,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Moderate,0.77615,0.8953999999999999,0.7369285714285716,0.9236395348837209,0.8276761658031089,0.745892156862745,0.7096340782122903,1.0465810810810812
GUNIDENTITY_W26,GUNIDENTITY,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.007320898205992288,0.005555324162558989,0.003178697672075011,0.005347585067048261,0.0020682105879394038,0.005554437551489436,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.9326333333333333,0.20210000000000003,0.7702186311787071,0.08865702479338844,0.21664414414414418,0.6947222222222221,0.32819358178053826,0.03151280788177324
GUNFRIEND_W26,GUNFRIEND,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.00023636026644787735,0.0024832332561245977,0.0023114831724525007,0.0006338877498106117,0.004826510294709723,0.003202790498144782,IT_System,Robust,Robust,Robust,Robust,Robust,Stable,Liberal,0.843,0.471,0.43995786471067644,0.6666632495164408,0.49315711662075296,0.4331127659574468,0.4958123328380386,0.5993396396396395
GUNSOCIETY_W26,GUNSOCIETY,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0011915628878545522,0.000988902204769484,1.3071884568378099e-05,6.769340199192516e-05,0.00015245854219184465,9.410934573429685e-05,IT_System,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.8936,0.1064,0.12252238193018483,0.07421382488479261,0.10759446366782005,0.11108347205707492,0.14672980576021433,0.07530526315789476
GUNCOMMUNITY_W26,GUNCOMMUNITY,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.004933773711193255,0.004528724669781956,0.00012923793655945578,9.17220936512194e-05,0.00047468015874507427,7.74811966683625e-06,IT_System,Robust,Robust,Robust,Robust,Robust,Stable,Liberal,0.9272999999999999,0.0727000000000001,0.04882967032967023,0.20500646352723917,0.0951642050390965,0.010180522565320649,0.06218791946308733,0.16513708820403827
SHOOTFREQ_W26,SHOOTFREQ,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.015374032992189002,0.011110628038136488,0.002367368176589519,0.004505425422233558,0.0006156205049529182,0.0046713284604244796,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.669394242757609,0.9918172717271729,1.3554184079601992,0.7769503688092729,0.878848427672956,1.2663843450479235,0.9650412780656304,0.8416281602002506
GUNSAFE_W26,GUNSAFE,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.00033347095794159475,0.007625284260394864,0.0003811266454673748,3.685236726372461e-05,0.0011347821901123139,0.0006090613585518446,IT_System,Robust,Robust,Robust,Robust,Robust,Stable,Democrat,0.8454,0.3092,0.2653904761904762,0.5551295597484278,0.3236548330404218,0.2914058823529412,0.31499425113464447,0.5264694980694979
GUNSAFE2_W26,GUNSAFE,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0023038080177195932,0.004552894655303189,0.00041150167579354953,0.00010341895477134215,0.0013532001743528227,0.00028025921824060065,IT_System,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.8776486251374863,0.2447027497250273,0.3324651557400649,0.2717788968766674,0.25332466753324656,0.3297677069899847,0.29903336196992536,0.24865918170087747
GUNCOURSES_W26,GUNCOURSES,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.027146861973915772,5.8492995287362334e-05,8.222016853549115e-05,0.00022236696226431065,7.1777370267936844e-06,0.00022236696226431065,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.7765,0.22350000000000003,0.36754496644295304,0.12106364477335801,0.15643829787234043,0.32873364377182773,0.21868180610889776,0.11835230125523011
GUNACCESS_W26,GUNACCESS,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0031567965520913326,0.005608321163746374,0.0024098089373448817,0.0036360475970909465,0.0013958752995815453,0.0037119470068361945,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.9149018564810186,0.25529443055694423,0.5384278366056525,0.2555645056612352,0.2525270097424648,0.6536101945361019,0.28579092298239056,0.1757747302192858
GUNLOCKED1_W26,GUNLOCKED,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.001254047653571175,0.0051305993420917495,0.001417191822020379,0.00158225688231365,0.0006255170787171822,0.002986967050747822,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Democrat,0.9181081891810818,0.16378362163783622,0.17071847032164256,0.20129057269711614,0.17937709334656593,0.1804956945063786,0.20511692240266288,0.17076425690764258
GUNLOADED1_W26,GUNLOADED,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0035688299658242087,0.009546692787594617,0.0026419070487161012,0.0015364884308485623,0.003573708940495081,0.003862333982516196,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.80045,0.3991,0.5015015015015016,0.3327464788732395,0.4229166666666667,0.5467289719626169,0.43772241992882566,0.33407572383073497
GUNLOCKED2_W26,GUNLOCKED,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.01553802683080466,0.0012862259227476756,1.751077352548096e-05,0.00011772757547091721,0.0014055763567326594,0.000184187384094067,IT_System,Robust,Robust,Robust,Robust,Robust,Stable,Moderate,0.8718999999999999,0.12810000000000005,0.05981463414634147,0.24156129032258067,0.1573756097560976,0.087309090909091,0.024971428571428644,0.24719365079365085
GUNLOADED2_W26,GUNLOADED,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.012663002311712149,0.008433332022185462,7.917298059862939e-05,0.0012677340988731711,0.0005916660411827614,0.00022528068585171872,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.7007999999999999,0.2992000000000001,0.28690370370370377,0.26061935483870974,0.29924938271604945,0.32865454545454553,0.2910651685393259,0.29748571428571435
GUNCONTRIBA_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.007525217476964094,0.011710141075438378,0.000269226809964202,0.0007331153931722918,0.0010758735426728532,0.0010758565458774474,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Moderate,0.9508000000000001,0.1475999999999999,0.5328690492245447,0.5793219467401287,0.22241768707482984,0.46914725787631273,0.21542735723771567,0.5422415015641294
GUNCONTRIBB_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.018702848218155536,0.0093437020062137,0.0003360882603001759,0.00044902979144127627,0.0008072563224600714,0.0010578880826504558,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.7821333333333333,0.6536000000000001,0.8091328859060403,0.5766702108157653,0.6144299829642252,0.7848213704994195,0.6817579854208087,0.5316999999999998
GUNCONTRIBC_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.007819372356465275,0.02132720646746063,0.0008488907847051192,0.0017826085681047295,0.00010302778128828243,0.001722630772357502,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.8978897889788979,0.3063306330633063,0.31554513476038965,0.2616959910276743,0.33094879453815695,0.3400065849281557,0.32035282332581094,0.28416845967251964
GUNCONTRIBD_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,,0.0,0.012746809702532643,0.015870930816884385,0.0016454604370649793,0.004134686775440574,0.0007754535398477903,0.0025315634456000847,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Independent,0.8973342767610094,0.3079971697169717,0.359900187549619,0.38058321961228386,0.3511843492041511,0.39962509764489945,0.37061168803447503,0.35800103615511775
GUNCONTRIBE_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.023812103912164786,0.009042264434423557,0.0009337843224549733,0.0025429803596098547,5.0342624200042227e-05,0.001847565251618572,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.9054333333333333,0.2837,0.28605145888594175,0.32463213610586006,0.3161216354344123,0.333625790754258,0.2737642023346304,0.2593586912065439
GUNCONTRIBF_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.01786857942663535,0.03604447599862229,0.0016895721412953978,0.004257480842819471,7.230287637100218e-05,0.003308235831019298,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Democrat,0.8602672267226723,0.4191983198319832,0.40836388274589047,0.4198712876958772,0.42726611644215273,0.4335615159578913,0.4449363224260168,0.44536600899353734
GROWUPVIOL_W26,GROWUPVIOL,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.004357672910651574,0.018285435545368923,0.0005982462456199066,0.0010232091005730939,0.00015858901345926153,0.000983112954117859,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Democrat,0.5835999999999999,1.2492,1.1659255204835461,1.424153443526171,1.2219425531914894,1.1951093023255814,1.212535761589404,1.3477747390396662
GROWUPGUN1_W26,GROWUPGUN,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0009506656255794103,0.016646893662496314,0.0001997638288192829,0.0011080829367747132,0.0004082667030140367,0.0011267283162956982,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Democrat,0.8152273627362736,0.3695452745274528,0.2812295302013421,0.4821775322283609,0.3874382978723403,0.30795250291036086,0.36080265076209406,0.43822110762800415
GROWUPGUN2A_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,,0.0,0.0012614394046524516,0.00019774923570056464,0.0006106999904446664,0.0019440852780250892,9.002688466996272e-05,0.0016125450634292722,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.9197,0.08030000000000004,0.14915590551181107,0.05228235294117656,0.05720000000000003,0.11870971128608926,0.0680494845360825,0.0874394265232975
GROWUPGUN2B_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.002689904700688174,0.007213917421774554,0.0011056267949089186,0.002664198994590836,7.154242889985028e-06,0.002664198994590836,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Liberal,0.9119,0.08809999999999996,0.02412125984251967,0.14236983894582722,0.089224077046549,0.018871916010498646,0.10129677419354843,0.15090840787119852
GROWUPGUN2C_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,,0.0,0.001455956488557937,8.882205474426306e-06,0.001357943731157786,0.0017049345518164642,0.0007164780878614069,0.001811293479658048,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.8685,0.1315,0.22654150943396223,0.09138159057437412,0.09828202247191009,0.17981623036649214,0.13688835705045277,0.10837227191413235
GROWUPGUN4_W26,GROWUPGUN,Guns,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,A,1.0,0.01424322399735843,0.018341745605215534,0.002362706890203406,0.0010775867410168266,0.007111669808733939,0.0012758477924009837,IT_System,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.8521998466819984,0.44340045995400457,0.4602915011162322,0.41341665428598834,0.4541682324658529,0.45779600312949204,0.4451755723977827,0.4395891826237399
GROWUPGUN6_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.016766452251577718,0.00893095761309443,0.0034175015372522703,0.007543959427931944,0.0007673333350392481,0.005971029169780066,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.6485615928259494,1.054315221522152,1.2877998992950654,0.9383860192102454,0.9634107822410147,1.224161191626409,1.0544063533507395,0.9565993662864384
GROWUPGUN7_W26,GROWUPGUN,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.004867150876543151,0.0014021141942702029,0.0013367155687125378,0.004128508345305465,0.00025374770323177356,0.002637381061987018,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.7814264973502649,0.6557205079492052,0.9298198368082656,0.5001546677288196,0.5129784295846396,0.8518972521352517,0.6431643780618626,0.4647121746158719
GUNRESPNOKIDSA_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0065915031355672435,0.016302229468636915,0.0016327205855841192,0.0019267198921753372,0.0015550499762010033,0.0026772757629659936,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.7161333333333333,0.8516,1.0364448559670782,0.6773858168761221,0.8463860068259385,1.007194382022472,0.8924959183673468,0.7174751605995715
GUNRESPNOKIDSB_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0024283646325040783,0.004138131645014388,0.0013091075870781401,0.0015204976610983972,0.0004894775987451025,0.0025872165713586694,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.781992932626596,0.654021202120212,0.8815604395604396,0.41120289855072445,0.6638430034129692,0.8663792325056433,0.7008555858310624,0.4333978494623656
GUNRESPNOKIDSC_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0029429101752647003,0.021439524547328816,0.001162830237973641,0.002078148558168581,0.00019538663804028302,0.0028294532429954094,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.6402141585841417,1.079357524247575,1.1661605503823758,0.9831058186820456,1.0862959857860368,1.1781207529471267,1.1250300038116077,0.968654740521665
GUNRESPNOKIDSD_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.002627295630075806,0.0034013642914788016,0.0005768696333291702,0.0010894808244410375,0.0001146835383635629,0.0013617818707621996,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Democrat,0.9079333333333334,0.27619999999999995,0.18528610354223432,0.4345212121212123,0.28282828282828276,0.1950207468879668,0.2781065088757397,0.4665983122362871
GUNRESPNOKIDSE_W26,GUNRESPNOKIDS,Guns,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,,0.0,0.000935859427300595,0.006985873279095644,0.0006520289499419313,0.0013112556377754148,0.0003031146615258264,0.001180099527018393,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.8147518581475186,0.5557444255574442,0.8941966527581223,0.32304114416144575,0.41998935994902253,0.8890509963781947,0.5453446982667463,0.32948792077314004
GUNRESPNOKIDSF_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,,0.0,0.00756641624078458,0.0010616691838822017,0.001086165945615012,0.0016494714038250114,0.00033391806294994717,0.0024494610982510063,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.8063130920241309,0.5810607239276071,0.8327607239276072,0.3372051683720515,0.5517350829019662,0.7674785568847178,0.6151345302031868,0.3734887753194703
GUNRESPNOKIDSG_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0031967891663375486,0.016516681065519963,0.0010714586356460833,0.0015153753027732973,0.0003933984234441156,0.0021676289165811985,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Democrat,0.7403223389005567,0.7790329832983298,0.7513978021978018,0.8004544802867383,0.8019397260273973,0.785522869955157,0.7820785811732606,0.7811057815845822
GUNRESPKIDSA_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0012353370152873519,0.022597679193190116,0.0012250357229214696,0.0014113919069378474,0.0009056500135749464,0.002374510718084087,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.6096666666666666,1.171,1.311889417989418,1.077011954459203,1.1159338983050848,1.2825198547215497,1.1863773022049287,1.097376482617587
GUNRESPKIDSB_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.005409844208271869,0.0016226355616046787,0.0010488182085940962,0.0016570631184352426,0.000356449571832928,0.0017181341388909158,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.6836666666666666,0.9490000000000002,1.1642463576158941,0.832964705882353,0.8439504244482172,1.1778265060240964,0.9614597402597403,0.792863244353183
GUNRESPKIDSC_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0038079605865862826,0.0031049633001374796,0.00071733318013185,0.0016128075427863048,0.0001986473137388285,0.0020945588732141744,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.6293333333333333,1.112,1.1921509933774836,1.06273893129771,1.0705215619694397,1.184655072463768,1.124318855656697,1.0518841889117045
GUNRESPKIDSD_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.004687656360239937,0.01899816662755329,0.00030351956229519514,0.000735311096780763,0.00019706968790564417,0.0009938490853861502,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Democrat,0.9119,0.2643,0.16938179271708684,0.46186666666666676,0.3684142857142858,0.1915009852216749,0.25278176795580104,0.5763098654708521
GUNRESPKIDSE_W26,GUNRESPKIDS,Guns,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0025217803644336763,0.03414148341005852,0.0008365316438474559,0.0015978845298228394,0.0003929732294021249,0.0012470942991646156,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.8708666666666667,0.38739999999999986,0.6073185929648238,0.20275432525951564,0.3085838187702265,0.48321722488038277,0.42732549019607846,0.18076417910447756
