id_question,trial_id,n_options,position,position_label,prob,is_first,is_last
WORRYB_W26,permutation_3,3,1,B,0.3222,False,False
WORRYB_W26,permutation_3,3,2,C,0.2799,False,True
WORRYC_W26,baseline,3,0,A,0.4107,True,False
WORRYC_W26,baseline,3,1,B,0.2694,False,False
WORRYC_W26,baseline,3,2,C,0.3199,False,True
WORRYC_W26,permutation_1,3,0,A,0.3816,True,False
WORRYC_W26,permutation_1,3,1,B,0.3213,False,False
WORRYC_W26,permutation_1,3,2,C,0.2972,False,True
WORRYC_W26,permutation_2,3,0,A,0.3816,True,False
WORRYC_W26,permutation_2,3,1,B,0.3213,False,False
WORRYC_W26,permutation_2,3,2,C,0.2972,False,True
WORRYC_W26,permutation_3,3,0,A,0.3931,True,False
WORRYC_W26,permutation_3,3,1,B,0.281,False,False
WORRYC_W26,permutation_3,3,2,C,0.3259,False,True
WORRYD_W26,baseline,3,0,A,0.3781,True,False
WORRYD_W26,baseline,3,1,B,0.2639,False,False
WORRYD_W26,baseline,3,2,C,0.358,False,True
WORRYD_W26,permutation_1,3,0,A,0.3158,True,False
WORRYD_W26,permutation_1,3,1,B,0.3635,False,False
WORRYD_W26,permutation_1,3,2,C,0.3208,False,True
WORRYD_W26,permutation_2,3,0,A,0.3299,True,False
WORRYD_W26,permutation_2,3,1,B,0.3377,False,False
WORRYD_W26,permutation_2,3,2,C,0.3325,False,True
WORRYD_W26,permutation_3,3,0,A,0.3716,True,False
WORRYD_W26,permutation_3,3,1,B,0.3081,False,False
WORRYD_W26,permutation_3,3,2,C,0.3203,False,True
WORRYE_W26,baseline,3,0,A,0.4114,True,False
WORRYE_W26,baseline,3,1,B,0.3081,False,False
WORRYE_W26,baseline,3,2,C,0.2805,False,True
WORRYE_W26,permutation_1,3,0,A,0.4142,True,False
WORRYE_W26,permutation_1,3,1,B,0.3461,False,False
WORRYE_W26,permutation_1,3,2,C,0.2397,False,True
WORRYE_W26,permutation_2,3,0,A,0.3594,True,False
WORRYE_W26,permutation_2,3,1,B,0.3651,False,False
WORRYE_W26,permutation_2,3,2,C,0.2756,False,True
WORRYE_W26,permutation_3,3,0,A,0.4142,True,False
WORRYE_W26,permutation_3,3,1,B,0.3461,False,False
WORRYE_W26,permutation_3,3,2,C,0.2397,False,True
WORRYF_W26,baseline,3,0,A,0.4849,True,False
WORRYF_W26,baseline,3,1,B,0.2636,False,False
WORRYF_W26,baseline,3,2,C,0.2515,False,True
WORRYF_W26,permutation_1,3,0,A,0.4895,True,False
WORRYF_W26,permutation_1,3,1,B,0.3016,False,False
WORRYF_W26,permutation_1,3,2,C,0.2089,False,True
WORRYF_W26,permutation_2,3,0,A,0.4165,True,False
WORRYF_W26,permutation_2,3,1,B,0.3535,False,False
WORRYF_W26,permutation_2,3,2,C,0.23,False,True
WORRYF_W26,permutation_3,3,0,A,0.4359,True,False
WORRYF_W26,permutation_3,3,1,B,0.329,False,False
WORRYF_W26,permutation_3,3,2,C,0.2351,False,True
WORRYG_W26,baseline,3,0,A,0.4774,True,False
WORRYG_W26,baseline,3,1,B,0.2021,False,False
WORRYG_W26,baseline,3,2,C,0.3205,False,True
WORRYG_W26,permutation_1,3,0,A,0.4471,True,False
WORRYG_W26,permutation_1,3,1,B,0.2528,False,False
WORRYG_W26,permutation_1,3,2,C,0.3002,False,True
WORRYG_W26,permutation_2,3,0,A,0.4576,True,False
WORRYG_W26,permutation_2,3,1,B,0.223,False,False
WORRYG_W26,permutation_2,3,2,C,0.3194,False,True
WORRYG_W26,permutation_3,3,0,A,0.4576,True,False
WORRYG_W26,permutation_3,3,1,B,0.223,False,False
WORRYG_W26,permutation_3,3,2,C,0.3194,False,True
GUN_W26,baseline,2,0,A,0.5964,True,False
GUN_W26,baseline,2,1,B,0.4036,False,True
GUN_W26,permutation_1,2,0,A,0.5215,True,False
GUN_W26,permutation_1,2,1,B,0.4785,False,True
GUN_W26,permutation_2,2,0,A,0.5215,True,False
GUN_W26,permutation_2,2,1,B,0.4785,False,True
GUN_W26,permutation_3,2,0,A,0.5215,True,False
GUN_W26,permutation_3,2,1,B,0.4785,False,True
GUN1_W26,baseline,2,0,A,0.5039,True,False
GUN1_W26,baseline,2,1,B,0.4961,False,True
GUN1_W26,permutation_1,2,0,A,0.4092,True,False
GUN1_W26,permutation_1,2,1,B,0.5908,False,True
GUN1_W26,permutation_2,2,0,A,0.4092,True,False
GUN1_W26,permutation_2,2,1,B,0.5908,False,True
GUN1_W26,permutation_3,2,0,A,0.4092,True,False
GUN1_W26,permutation_3,2,1,B,0.5908,False,True
EVEROWN_W26,baseline,2,0,A,0.6225,True,False
EVEROWN_W26,baseline,2,1,B,0.3775,False,True
EVEROWN_W26,permutation_1,2,0,A,0.5622,True,False
EVEROWN_W26,permutation_1,2,1,B,0.4378,False,True
EVEROWN_W26,permutation_2,2,0,A,0.5622,True,False
EVEROWN_W26,permutation_2,2,1,B,0.4378,False,True
EVEROWN_W26,permutation_3,2,0,A,0.5622,True,False
EVEROWN_W26,permutation_3,2,1,B,0.4378,False,True
NEVEROWN_W26,baseline,2,0,A,0.4824,True,False
NEVEROWN_W26,baseline,2,1,B,0.5176,False,True
NEVEROWN_W26,permutation_1,2,0,A,0.4746,True,False
NEVEROWN_W26,permutation_1,2,1,B,0.5254,False,True
NEVEROWN_W26,permutation_2,2,0,A,0.4746,True,False
NEVEROWN_W26,permutation_2,2,1,B,0.5254,False,True
NEVEROWN_W26,permutation_3,2,0,A,0.4746,True,False
NEVEROWN_W26,permutation_3,2,1,B,0.5254,False,True
GUNTYPEOWNC_W26,baseline,3,0,A,0.3975,True,False
GUNTYPEOWNC_W26,baseline,3,1,B,0.3071,False,False
GUNTYPEOWNC_W26,baseline,3,2,C,0.2954,False,True
GUNTYPEOWNC_W26,permutation_1,3,0,A,0.3352,True,False
GUNTYPEOWNC_W26,permutation_1,3,1,B,0.3596,False,False
GUNTYPEOWNC_W26,permutation_1,3,2,C,0.3052,False,True
GUNTYPEOWNC_W26,permutation_2,3,0,A,0.3256,True,False
GUNTYPEOWNC_W26,permutation_2,3,1,B,0.3359,False,False
GUNTYPEOWNC_W26,permutation_2,3,2,C,0.3385,False,True
GUNTYPEOWNC_W26,permutation_3,3,0,A,0.3697,True,False
GUNTYPEOWNC_W26,permutation_3,3,1,B,0.3041,False,False
GUNTYPEOWNC_W26,permutation_3,3,2,C,0.3262,False,True
EVERSHOT_W26,baseline,2,0,A,0.5699,True,False
EVERSHOT_W26,baseline,2,1,B,0.4301,False,True
EVERSHOT_W26,permutation_1,2,0,A,0.5234,True,False
EVERSHOT_W26,permutation_1,2,1,B,0.4766,False,True
EVERSHOT_W26,permutation_2,2,0,A,0.5234,True,False
EVERSHOT_W26,permutation_2,2,1,B,0.4766,False,True
EVERSHOT_W26,permutation_3,2,0,A,0.5234,True,False
EVERSHOT_W26,permutation_3,2,1,B,0.4766,False,True
REASONGUNA_W26,baseline,3,0,A,0.5706,True,False
REASONGUNA_W26,baseline,3,1,B,0.2633,False,False
REASONGUNA_W26,baseline,3,2,C,0.1661,False,True
REASONGUNA_W26,permutation_1,3,0,A,0.4916,True,False
REASONGUNA_W26,permutation_1,3,1,B,0.2936,False,False
REASONGUNA_W26,permutation_1,3,2,C,0.2148,False,True
REASONGUNA_W26,permutation_2,3,0,A,0.4564,True,False
REASONGUNA_W26,permutation_2,3,1,B,0.3313,False,False
REASONGUNA_W26,permutation_2,3,2,C,0.2123,False,True
REASONGUNA_W26,permutation_3,3,0,A,0.5284,True,False
REASONGUNA_W26,permutation_3,3,1,B,0.2987,False,False
REASONGUNA_W26,permutation_3,3,2,C,0.1729,False,True
REASONGUNB_W26,baseline,3,0,A,0.5931,True,False
REASONGUNB_W26,baseline,3,1,B,0.2472,False,False
REASONGUNB_W26,baseline,3,2,C,0.1596,False,True
REASONGUNB_W26,permutation_1,3,0,A,0.468,True,False
REASONGUNB_W26,permutation_1,3,1,B,0.2929,False,False
REASONGUNB_W26,permutation_1,3,2,C,0.2391,False,True
REASONGUNB_W26,permutation_2,3,0,A,0.5776,True,False
REASONGUNB_W26,permutation_2,3,1,B,0.2543,False,False
REASONGUNB_W26,permutation_2,3,2,C,0.1681,False,True
REASONGUNB_W26,permutation_3,3,0,A,0.5076,True,False
REASONGUNB_W26,permutation_3,3,1,B,0.2825,False,False
REASONGUNB_W26,permutation_3,3,2,C,0.2099,False,True
REASONGUNC_W26,baseline,3,0,A,0.5565,True,False
REASONGUNC_W26,baseline,3,1,B,0.2629,False,False
REASONGUNC_W26,baseline,3,2,C,0.1807,False,True
REASONGUNC_W26,permutation_1,3,0,A,0.4594,True,False
REASONGUNC_W26,permutation_1,3,1,B,0.3133,False,False
REASONGUNC_W26,permutation_1,3,2,C,0.2274,False,True
REASONGUNC_W26,permutation_2,3,0,A,0.5082,True,False
REASONGUNC_W26,permutation_2,3,1,B,0.3034,False,False
REASONGUNC_W26,permutation_2,3,2,C,0.1884,False,True
REASONGUNC_W26,permutation_3,3,0,A,0.4184,True,False
REASONGUNC_W26,permutation_3,3,1,B,0.3258,False,False
REASONGUNC_W26,permutation_3,3,2,C,0.2558,False,True
REASONGUND_W26,baseline,3,0,A,0.5916,True,False
REASONGUND_W26,baseline,3,1,B,0.2564,False,False
REASONGUND_W26,baseline,3,2,C,0.1519,False,True
REASONGUND_W26,permutation_1,3,0,A,0.557,True,False
REASONGUND_W26,permutation_1,3,1,B,0.2757,False,False
REASONGUND_W26,permutation_1,3,2,C,0.1672,False,True
REASONGUND_W26,permutation_2,3,0,A,0.4652,True,False
REASONGUND_W26,permutation_2,3,1,B,0.3027,False,False
REASONGUND_W26,permutation_2,3,2,C,0.2321,False,True
REASONGUND_W26,permutation_3,3,0,A,0.4652,True,False
REASONGUND_W26,permutation_3,3,1,B,0.3027,False,False
REASONGUND_W26,permutation_3,3,2,C,0.2321,False,True
REASONGUNE_W26,baseline,3,0,A,0.494,True,False
REASONGUNE_W26,baseline,3,1,B,0.3214,False,False
REASONGUNE_W26,baseline,3,2,C,0.1846,False,True
REASONGUNE_W26,permutation_1,3,0,A,0.3904,True,False
REASONGUNE_W26,permutation_1,3,1,B,0.3555,False,False
REASONGUNE_W26,permutation_1,3,2,C,0.2541,False,True
REASONGUNE_W26,permutation_2,3,0,A,0.4466,True,False
REASONGUNE_W26,permutation_2,3,1,B,0.3505,False,False
REASONGUNE_W26,permutation_2,3,2,C,0.2029,False,True
REASONGUNE_W26,permutation_3,3,0,A,0.4466,True,False
REASONGUNE_W26,permutation_3,3,1,B,0.3505,False,False
REASONGUNE_W26,permutation_3,3,2,C,0.2029,False,True
IMPREASONGUN_W26,baseline,5,0,A,0.2127,True,False
IMPREASONGUN_W26,baseline,5,1,B,0.2487,False,False
IMPREASONGUN_W26,baseline,5,2,C,0.2212,False,False
IMPREASONGUN_W26,baseline,5,3,D,0.1952,False,False
IMPREASONGUN_W26,baseline,5,4,E,0.1222,False,True
IMPREASONGUN_W26,permutation_1,5,0,A,0.2129,True,False
IMPREASONGUN_W26,permutation_1,5,1,B,0.232,False,False
IMPREASONGUN_W26,permutation_1,5,2,C,0.2214,False,False
IMPREASONGUN_W26,permutation_1,5,3,D,0.2096,False,False
IMPREASONGUN_W26,permutation_1,5,4,E,0.1242,False,True
IMPREASONGUN_W26,permutation_2,5,0,A,0.2158,True,False
IMPREASONGUN_W26,permutation_2,5,1,B,0.2351,False,False
IMPREASONGUN_W26,permutation_2,5,2,C,0.2141,False,False
IMPREASONGUN_W26,permutation_2,5,3,D,0.2011,False,False
IMPREASONGUN_W26,permutation_2,5,4,E,0.134,False,True
IMPREASONGUN_W26,permutation_3,5,0,A,0.2108,True,False
IMPREASONGUN_W26,permutation_3,5,1,B,0.2407,False,False
IMPREASONGUN_W26,permutation_3,5,2,C,0.2059,False,False
IMPREASONGUN_W26,permutation_3,5,3,D,0.2011,False,False
IMPREASONGUN_W26,permutation_3,5,4,E,0.1415,False,True
GUNIDENTITY_W26,baseline,4,0,A,0.2621,True,False
GUNIDENTITY_W26,baseline,4,1,B,0.2313,False,False
GUNIDENTITY_W26,baseline,4,2,C,0.3236,False,False
GUNIDENTITY_W26,baseline,4,3,D,0.183,False,True
GUNIDENTITY_W26,permutation_1,4,0,A,0.2592,True,False
GUNIDENTITY_W26,permutation_1,4,1,B,0.2416,False,False
GUNIDENTITY_W26,permutation_1,4,2,C,0.3225,False,False
GUNIDENTITY_W26,permutation_1,4,3,D,0.1767,False,True
GUNIDENTITY_W26,permutation_2,4,0,A,0.2592,True,False
GUNIDENTITY_W26,permutation_2,4,1,B,0.2416,False,False
GUNIDENTITY_W26,permutation_2,4,2,C,0.3225,False,False
GUNIDENTITY_W26,permutation_2,4,3,D,0.1767,False,True
GUNIDENTITY_W26,permutation_3,4,0,A,0.2369,True,False
GUNIDENTITY_W26,permutation_3,4,1,B,0.2502,False,False
GUNIDENTITY_W26,permutation_3,4,2,C,0.3367,False,False
GUNIDENTITY_W26,permutation_3,4,3,D,0.1761,False,True
GUNFRIEND_W26,baseline,4,0,A,0.2766,True,False
GUNFRIEND_W26,baseline,4,1,B,0.2293,False,False
GUNFRIEND_W26,baseline,4,2,C,0.2519,False,False
GUNFRIEND_W26,baseline,4,3,D,0.2422,False,True
GUNFRIEND_W26,permutation_1,4,0,A,0.2741,True,False
GUNFRIEND_W26,permutation_1,4,1,B,0.2438,False,False
GUNFRIEND_W26,permutation_1,4,2,C,0.2495,False,False
GUNFRIEND_W26,permutation_1,4,3,D,0.2326,False,True
GUNFRIEND_W26,permutation_2,4,0,A,0.284,True,False
GUNFRIEND_W26,permutation_2,4,1,B,0.2127,False,False
GUNFRIEND_W26,permutation_2,4,2,C,0.2487,False,False
GUNFRIEND_W26,permutation_2,4,3,D,0.2546,False,True
GUNFRIEND_W26,permutation_3,4,0,A,0.2516,True,False
GUNFRIEND_W26,permutation_3,4,1,B,0.2291,False,False
GUNFRIEND_W26,permutation_3,4,2,C,0.2637,False,False
GUNFRIEND_W26,permutation_3,4,3,D,0.2556,False,True
GUNSOCIETY_W26,baseline,2,0,A,0.5332,True,False
GUNSOCIETY_W26,baseline,2,1,B,0.4668,False,True
GUNSOCIETY_W26,permutation_1,2,0,A,0.5156,True,False
GUNSOCIETY_W26,permutation_1,2,1,B,0.4844,False,True
GUNSOCIETY_W26,permutation_2,2,0,A,0.5156,True,False
GUNSOCIETY_W26,permutation_2,2,1,B,0.4844,False,True
GUNSOCIETY_W26,permutation_3,2,0,A,0.5156,True,False
GUNSOCIETY_W26,permutation_3,2,1,B,0.4844,False,True
GUNCOMMUNITY_W26,baseline,2,0,A,0.566,True,False
GUNCOMMUNITY_W26,baseline,2,1,B,0.434,False,True
GUNCOMMUNITY_W26,permutation_1,2,0,A,0.5332,True,False
GUNCOMMUNITY_W26,permutation_1,2,1,B,0.4668,False,True
GUNCOMMUNITY_W26,permutation_2,2,0,A,0.5332,True,False
GUNCOMMUNITY_W26,permutation_2,2,1,B,0.4668,False,True
GUNCOMMUNITY_W26,permutation_3,2,0,A,0.5332,True,False
GUNCOMMUNITY_W26,permutation_3,2,1,B,0.4668,False,True
SHOOTFREQ_W26,baseline,4,0,A,0.3717,True,False
SHOOTFREQ_W26,baseline,4,1,B,0.2419,False,False
SHOOTFREQ_W26,baseline,4,2,C,0.2202,False,False
SHOOTFREQ_W26,baseline,4,3,D,0.1662,False,True
SHOOTFREQ_W26,permutation_1,4,0,A,0.3127,True,False
SHOOTFREQ_W26,permutation_1,4,1,B,0.2183,False,False
SHOOTFREQ_W26,permutation_1,4,2,C,0.2654,False,False
SHOOTFREQ_W26,permutation_1,4,3,D,0.2035,False,True
SHOOTFREQ_W26,permutation_2,4,0,A,0.3678,True,False
SHOOTFREQ_W26,permutation_2,4,1,B,0.2375,False,False
SHOOTFREQ_W26,permutation_2,4,2,C,0.2196,False,False
SHOOTFREQ_W26,permutation_2,4,3,D,0.1751,False,True
SHOOTFREQ_W26,permutation_3,4,0,A,0.3472,True,False
SHOOTFREQ_W26,permutation_3,4,1,B,0.2089,False,False
SHOOTFREQ_W26,permutation_3,4,2,C,0.2349,False,False
SHOOTFREQ_W26,permutation_3,4,3,D,0.2089,False,True
GUNSAFE_W26,baseline,3,0,A,0.3162,True,False
GUNSAFE_W26,baseline,3,1,B,0.3392,False,False
GUNSAFE_W26,baseline,3,2,C,0.3446,False,True
GUNSAFE_W26,permutation_1,3,0,A,0.3269,True,False
GUNSAFE_W26,permutation_1,3,1,B,0.3168,False,False
GUNSAFE_W26,permutation_1,3,2,C,0.3562,False,True
GUNSAFE_W26,permutation_2,3,0,A,0.3298,True,False
GUNSAFE_W26,permutation_2,3,1,B,0.3246,False,False
GUNSAFE_W26,permutation_2,3,2,C,0.3456,False,True
GUNSAFE_W26,permutation_3,3,0,A,0.3298,True,False
GUNSAFE_W26,permutation_3,3,1,B,0.3246,False,False
GUNSAFE_W26,permutation_3,3,2,C,0.3456,False,True
GUNSAFE2_W26,baseline,3,0,A,0.306,True,False
GUNSAFE2_W26,baseline,3,1,B,0.3606,False,False
GUNSAFE2_W26,baseline,3,2,C,0.3335,False,True
GUNSAFE2_W26,permutation_1,3,0,A,0.2984,True,False
GUNSAFE2_W26,permutation_1,3,1,B,0.3713,False,False
GUNSAFE2_W26,permutation_1,3,2,C,0.3303,False,True
GUNSAFE2_W26,permutation_2,3,0,A,0.3012,True,False
GUNSAFE2_W26,permutation_2,3,1,B,0.3467,False,False
GUNSAFE2_W26,permutation_2,3,2,C,0.3521,False,True
GUNSAFE2_W26,permutation_3,3,0,A,0.2686,True,False
GUNSAFE2_W26,permutation_3,3,1,B,0.3729,False,False
GUNSAFE2_W26,permutation_3,3,2,C,0.3586,False,True
GUNCOURSES_W26,baseline,2,0,A,0.6058,True,False
GUNCOURSES_W26,baseline,2,1,B,0.3942,False,True
GUNCOURSES_W26,permutation_1,2,0,A,0.6261,True,False
GUNCOURSES_W26,permutation_1,2,1,B,0.3739,False,True
GUNCOURSES_W26,permutation_2,2,0,A,0.6261,True,False
GUNCOURSES_W26,permutation_2,2,1,B,0.3739,False,True
GUNCOURSES_W26,permutation_3,2,0,A,0.6261,True,False
GUNCOURSES_W26,permutation_3,2,1,B,0.3739,False,True
GUNACCESS_W26,baseline,4,0,A,0.3101,True,False
GUNACCESS_W26,baseline,4,1,B,0.2453,False,False
GUNACCESS_W26,baseline,4,2,C,0.2551,False,False
GUNACCESS_W26,baseline,4,3,D,0.1896,False,True
GUNACCESS_W26,permutation_1,4,0,A,0.2993,True,False
GUNACCESS_W26,permutation_1,4,1,B,0.2331,False,False
GUNACCESS_W26,permutation_1,4,2,C,0.2789,False,False
GUNACCESS_W26,permutation_1,4,3,D,0.1887,False,True
GUNACCESS_W26,permutation_2,4,0,A,0.2993,True,False
GUNACCESS_W26,permutation_2,4,1,B,0.2331,False,False
GUNACCESS_W26,permutation_2,4,2,C,0.2789,False,False
GUNACCESS_W26,permutation_2,4,3,D,0.1887,False,True
GUNACCESS_W26,permutation_3,4,0,A,0.2656,True,False
GUNACCESS_W26,permutation_3,4,1,B,0.2595,False,False
GUNACCESS_W26,permutation_3,4,2,C,0.2806,False,False
GUNACCESS_W26,permutation_3,4,3,D,0.1943,False,True
GUNLOCKED1_W26,baseline,3,0,A,0.2972,True,False
GUNLOCKED1_W26,baseline,3,1,B,0.3816,False,False
GUNLOCKED1_W26,baseline,3,2,C,0.3213,False,True
GUNLOCKED1_W26,permutation_1,3,0,A,0.2608,True,False
GUNLOCKED1_W26,permutation_1,3,1,B,0.3855,False,False
GUNLOCKED1_W26,permutation_1,3,2,C,0.3537,False,True
GUNLOCKED1_W26,permutation_2,3,0,A,0.2663,True,False
GUNLOCKED1_W26,permutation_2,3,1,B,0.3726,False,False
GUNLOCKED1_W26,permutation_2,3,2,C,0.3611,False,True
GUNLOCKED1_W26,permutation_3,3,0,A,0.3051,True,False
GUNLOCKED1_W26,permutation_3,3,1,B,0.3651,False,False
GUNLOCKED1_W26,permutation_3,3,2,C,0.3298,False,True
GUNLOADED1_W26,baseline,3,0,A,0.297,True,False
GUNLOADED1_W26,baseline,3,1,B,0.406,False,False
GUNLOADED1_W26,baseline,3,2,C,0.297,False,True
GUNLOADED1_W26,permutation_1,3,0,A,0.327,True,False
GUNLOADED1_W26,permutation_1,3,1,B,0.3536,False,False
GUNLOADED1_W26,permutation_1,3,2,C,0.3194,False,True
GUNLOADED1_W26,permutation_2,3,0,A,0.327,True,False
GUNLOADED1_W26,permutation_2,3,1,B,0.3536,False,False
GUNLOADED1_W26,permutation_2,3,2,C,0.3194,False,True
GUNLOADED1_W26,permutation_3,3,0,A,0.327,True,False
GUNLOADED1_W26,permutation_3,3,1,B,0.3536,False,False
GUNLOADED1_W26,permutation_3,3,2,C,0.3194,False,True
GUNLOCKED2_W26,baseline,2,0,A,0.5964,True,False
GUNLOCKED2_W26,baseline,2,1,B,0.4036,False,True
GUNLOCKED2_W26,permutation_1,2,0,A,0.5794,True,False
GUNLOCKED2_W26,permutation_1,2,1,B,0.4206,False,True
GUNLOCKED2_W26,permutation_2,2,0,A,0.5794,True,False
GUNLOCKED2_W26,permutation_2,2,1,B,0.4206,False,True
GUNLOCKED2_W26,permutation_3,2,0,A,0.5794,True,False
GUNLOCKED2_W26,permutation_3,2,1,B,0.4206,False,True
GUNLOADED2_W26,baseline,2,0,A,0.5832,True,False
GUNLOADED2_W26,baseline,2,1,B,0.4168,False,True
GUNLOADED2_W26,permutation_1,2,0,A,0.5756,True,False
GUNLOADED2_W26,permutation_1,2,1,B,0.4244,False,True
GUNLOADED2_W26,permutation_2,2,0,A,0.5756,True,False
GUNLOADED2_W26,permutation_2,2,1,B,0.4244,False,True
GUNLOADED2_W26,permutation_3,2,0,A,0.5756,True,False
GUNLOADED2_W26,permutation_3,2,1,B,0.4244,False,True
GUNCONTRIBA_W26,baseline,4,0,A,0.41,True,False
GUNCONTRIBA_W26,baseline,4,1,B,0.1763,False,False
GUNCONTRIBA_W26,baseline,4,2,C,0.2318,False,False
GUNCONTRIBA_W26,baseline,4,3,D,0.1819,False,True
GUNCONTRIBA_W26,permutation_1,4,0,A,0.3932,True,False
GUNCONTRIBA_W26,permutation_1,4,1,B,0.2088,False,False
GUNCONTRIBA_W26,permutation_1,4,2,C,0.2276,False,False
GUNCONTRIBA_W26,permutation_1,4,3,D,0.1704,False,True
GUNCONTRIBA_W26,permutation_2,4,0,A,0.4321,True,False
GUNCONTRIBA_W26,permutation_2,4,1,B,0.1705,False,False
GUNCONTRIBA_W26,permutation_2,4,2,C,0.2173,False,False
GUNCONTRIBA_W26,permutation_2,4,3,D,0.1801,False,True
GUNCONTRIBA_W26,permutation_3,4,0,A,0.3811,True,False
GUNCONTRIBA_W26,permutation_3,4,1,B,0.1857,False,False
GUNCONTRIBA_W26,permutation_3,4,2,C,0.2559,False,False
GUNCONTRIBA_W26,permutation_3,4,3,D,0.1772,False,True
GUNCONTRIBB_W26,baseline,4,0,A,0.394,True,False
GUNCONTRIBB_W26,baseline,4,1,B,0.1818,False,False
GUNCONTRIBB_W26,baseline,4,2,C,0.2352,False,False
GUNCONTRIBB_W26,baseline,4,3,D,0.189,False,True
GUNCONTRIBB_W26,permutation_1,4,0,A,0.3441,True,False
GUNCONTRIBB_W26,permutation_1,4,1,B,0.2136,False,False
GUNCONTRIBB_W26,permutation_1,4,2,C,0.2638,False,False
GUNCONTRIBB_W26,permutation_1,4,3,D,0.1785,False,True
GUNCONTRIBB_W26,permutation_2,4,0,A,0.361,True,False
GUNCONTRIBB_W26,permutation_2,4,1,B,0.2073,False,False
GUNCONTRIBB_W26,permutation_2,4,2,C,0.2501,False,False
GUNCONTRIBB_W26,permutation_2,4,3,D,0.1815,False,True
GUNCONTRIBB_W26,permutation_3,4,0,A,0.4082,True,False
GUNCONTRIBB_W26,permutation_3,4,1,B,0.1624,False,False
GUNCONTRIBB_W26,permutation_3,4,2,C,0.229,False,False
GUNCONTRIBB_W26,permutation_3,4,3,D,0.2005,False,True
GUNCONTRIBC_W26,baseline,4,0,A,0.4655,True,False
GUNCONTRIBC_W26,baseline,4,1,B,0.1634,False,False
GUNCONTRIBC_W26,baseline,4,2,C,0.2199,False,False
GUNCONTRIBC_W26,baseline,4,3,D,0.1511,False,True
GUNCONTRIBC_W26,permutation_1,4,0,A,0.4193,True,False
GUNCONTRIBC_W26,permutation_1,4,1,B,0.1875,False,False
GUNCONTRIBC_W26,permutation_1,4,2,C,0.2389,False,False
GUNCONTRIBC_W26,permutation_1,4,3,D,0.1543,False,True
GUNCONTRIBC_W26,permutation_2,4,0,A,0.494,True,False
