id,topic,macro_area,baseline_valid_rate,perm_valid_rate,dup_valid_rate,threat_valid_rate,threat_economic_valid_rate,threat_it_system_valid_rate,threat_legal_valid_rate,baseline_choice,log_consistency_rate,jsd_permutation,jsd_duplication,jsd_threat,jsd_threat_economic,jsd_threat_it_system,jsd_threat_legal,threat_economic_log_consistency,threat_it_system_log_consistency,threat_legal_log_consistency,most_disruptive_threat,most_effective_threat_validity,most_effective_threat_consistency,threat_economic_stable,threat_it_system_stable,threat_legal_stable,permutation_stable,duplication_stable,threat_resistant,political_affinity,alignment_score,human_alignment_wd,cognitive_quadrant,wd_democrat,wd_republican,wd_independent,wd_liberal,wd_moderate,wd_conservative
GUN1_W26,GUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.4630274673290354,0.07532739335439465,0.005988072777549749,0.0017700914409452722,0.008698368345112872,0.008698368345112872,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Stable,Stable,Republican,0.3277,0.6723,Caos Generativo,0.7884008075370121,0.5293790262172284,0.6526864304235092,0.7756500582072177,0.6640228456913828,0.5937889596602972
EVEROWN_W26,EVEROWN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.375225575812261,0.05908625503295889,0.0012725347266055297,0.0026823144124329176,0.0026823144124329176,0.0,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Position_Bias,Stable,Stable,Conservative,0.23519999999999996,0.7648,Caos Generativo,0.8047214227309893,0.725458234295416,0.7338902097902098,0.8033341678939617,0.7657912487708949,0.71592156133829
NEVEROWN_W26,NEVEROWN,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.42450745852702965,0.16774677714201378,0.0026823144124329176,0.0026823144124329176,0.0026823144124329176,0.0026823144124329176,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Republican,0.7879999999999999,0.21200000000000008,Caos Generativo,0.46226793893129775,0.0872799163179917,0.1994950338600452,0.45743333333333336,0.2261833333333334,0.11516699751861048
GUNTYPEOWNC_W26,GUNTYPEOWNC,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.04525006574157723,0.18451437964814535,0.0110037901990342,0.006693128075526852,0.006693128075526852,0.023696745561944423,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Unstable,Stable,Republican,0.8402801330133013,0.3194397339733974,Rifiuto Coerente,0.5263719920379134,0.22196030732921523,0.2810606642059556,0.47577110652241694,0.33870264997973654,0.24941073989055712
EVERSHOT_W26,EVERSHOT,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.4630274673290354,0.168788125743855,0.0036496001946796086,0.0017700914409452722,0.0017700914409452722,0.008698368345112872,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Republican,0.8164,0.18359999999999999,Caos Generativo,0.28347248322147656,0.0910051329055912,0.14526837169650464,0.22902276422764223,0.19019099933818662,0.12692150313152406
REASONGUNA_W26,REASONGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.33584943265452655,0.33844869245034753,0.0024260500915171284,0.0024260500915171284,0.0024260500915171284,0.0024260500915171284,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Republican,0.9037,0.1926,Caos Generativo,0.42122661596958183,0.14378012422360253,0.21638378378378376,0.48242222222222225,0.22245507246376817,0.17210617283950613
REASONGUNB_W26,REASONGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.12367501758598819,0.14318762653695988,0.0024260500915171284,0.0024260500915171284,0.0024260500915171284,0.0024260500915171284,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Stable,Stable,Stable,Conservative,0.6011500000000001,0.7977,Rifiuto Coerente,0.9964595419847329,0.7143407867494824,0.7935333333333334,0.9990888888888889,0.803367701863354,0.6755465346534655
REASONGUNC_W26,REASONGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.34755040869006687,0.38103000622331945,0.0013814398345911672,0.0025263793260595145,0.004474299835741485,0.0,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Independent,0.61365,0.7726999999999999,Caos Generativo,1.0136908396946565,0.7614729729729729,0.6826441441441442,0.8718333333333335,0.815527027027027,0.7066141439205955
REASONGUND_W26,REASONGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.13743833591318214,0.1646249634602089,0.0002941215723241942,0.0,0.0053051270729823855,0.0025263793260595145,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Stable,Unstable,Stable,Republican,0.39470000000000005,1.2106,Rifiuto Coerente,1.2504298850574713,1.163616149068323,1.2408122448979593,1.285618994413408,1.21645,1.1990337468982633
REASONGUNE_W26,REASONGUN,Guns,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,,0.0,0.24462939968728298,0.08722795800335317,0.00045250329701434095,0.0,0.0035911814526924566,0.0,1.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Stable,Improved,Democrat,0.2681,1.4638,Caos Generativo,1.4285916030534351,1.4809158004158005,1.4755450450450451,1.4626229050279331,1.4605829875518674,1.4953148148148148
IMPREASONGUN_W26,IMPREASONGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3652127878459919,0.3680251787788555,0.008092910038986344,0.005640119121235962,0.010114557660285562,0.010114557660285562,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,None,,,Caos Generativo,,,,,,
GUNIDENTITY_W26,GUNIDENTITY,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.05552675154817006,0.13876748573517567,0.006046442656632814,0.004109336669460132,0.013226381161196293,0.004109336669460132,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Stable,Stable,Stable,Republican,0.6241000000000001,1.1277,Rifiuto Coerente,1.6958186311787071,0.8369429752066115,1.142244144144144,1.6203222222222222,1.2537935817805383,0.9143561576354678
GUNFRIEND_W26,GUNFRIEND,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1348997087994509,0.11383864900262874,0.0002759526405179018,0.0,0.0049307173979697356,0.002277908698152971,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Stable,Stable,Stable,Republican,0.7660120245357869,0.7019639263926393,Rifiuto Coerente,1.0214970152271952,0.4861124410313371,0.6208984534817118,0.9717107349032775,0.6927557540300835,0.5032678943570033
GUNSOCIETY_W26,GUNSOCIETY,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5023598361248007,0.08769144082474169,0.005988072777549749,0.008698368345112872,0.0017700914409452722,0.008698368345112872,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Position_Bias,Stable,Stable,Republican,0.47419999999999995,0.5258,Caos Generativo,0.5419223819301848,0.4936138248847926,0.5269944636678201,0.5304834720570749,0.5661298057602143,0.49470526315789476
GUNCOMMUNITY_W26,GUNCOMMUNITY,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5023598361248007,0.08669139489220112,0.0036496001946796086,0.008698368345112872,0.0017700914409452722,0.0017700914409452722,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Position_Bias,Stable,Stable,Republican,0.6861,0.31389999999999996,Caos Generativo,0.4354296703296703,0.18159353647276089,0.29143579496090355,0.3967805225653207,0.32441208053691273,0.22146291179596178
SHOOTFREQ_W26,SHOOTFREQ,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.30424747428792254,0.32533476194299904,0.003581277633481739,0.005901244294863031,0.003511436101825094,0.003511436101825094,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Republican,0.4388609094242758,1.6834172717271727,Caos Generativo,2.0470184079601994,1.4685503688092727,1.5704484276729558,1.9579843450479233,1.6566412780656306,1.5332281602002502
GUNSAFE_W26,GUNSAFE,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.07513019156132886,0.08167699018054116,0.003401441278387009,0.008132613028291364,0.0016404025891521752,0.0016404025891521752,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Stable,Stable,Stable,Republican,0.84785,0.15214999999999995,Rifiuto Coerente,0.2483571428571428,0.09435220125786165,0.1484745166959578,0.23902941176470588,0.17542813918305594,0.09962162162162164
GUNSAFE2_W26,GUNSAFE,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.4042828757450017,0.3599374803301039,0.00537263418182556,0.0052453365300531634,0.0052453365300531634,0.007218144519834303,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Republican,0.56575,0.43425,Caos Generativo,0.5423492481203007,0.2420892523364486,0.4075130136986302,0.541709829059829,0.40184567827130857,0.2793166666666667
GUNCOURSES_W26,GUNCOURSES,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.42450745852702965,0.08535688986501438,0.0026823144124329176,0.0026823144124329176,0.0026823144124329176,0.0026823144124329176,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Position_Bias,Stable,Stable,Conservative,0.45819999999999994,0.5418000000000001,Caos Generativo,0.6858449664429531,0.43936364477335804,0.47473829787234045,0.6470336437718278,0.5369818061088978,0.43665230125523014
GUNACCESS_W26,GUNACCESS,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.029636797472357118,0.08861123511727524,0.0019502396055618239,0.001978373646561165,0.0032369603738713754,0.0057276282873301365,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Stable,Stable,Republican,0.7578333333333334,0.7264999999999998,Rifiuto Coerente,1.0788954198473282,0.5227182194616977,0.7389244343891402,1.1940777777777778,0.8262585062240664,0.5661759305210917
GUNLOCKED1_W26,GUNLOCKED,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.12249259169310295,0.03457737891765025,0.0018483562741833937,0.0035911814526924566,0.0,0.005951865774620556,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Stable,Robust,Stable,Moderate,0.7295930156984302,0.5408139686031397,Rifiuto Coerente,0.6082108433734941,0.5033070175438598,0.52522049689441,0.5241018957345973,0.499480667838313,0.5338333333333334
GUNLOADED1_W26,GUNLOADED,Guns,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.29291682811395175,0.08078775958438147,0.0018483562741833937,0.0035911814526924566,0.005951865774620556,0.0,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Stable,Stable,Republican,0.46019999999999994,1.0796000000000001,Caos Generativo,1.1820015015015017,1.0132464788732396,1.1034166666666667,1.227228971962617,1.1182224199288258,1.0145757238307351
GUNLOCKED2_W26,GUNLOCKED,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3278191694053118,0.002176636421142816,0.0004918302782994811,0.0,0.0039236191071236265,0.0,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Robust,Stable,Moderate,0.5874999999999999,0.41250000000000003,Caos Generativo,0.34421463414634146,0.5259612903225807,0.4417756097560976,0.371709090909091,0.30937142857142863,0.5315936507936508
GUNLOADED2_W26,GUNLOADED,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.375225575812261,0.1852284228067027,0.0012725347266055297,0.0026823144124329176,0.0026823144124329176,0.0,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Republican,0.3598999999999999,0.6401000000000001,Caos Generativo,0.6278037037037038,0.6015193548387097,0.6401493827160494,0.6695545454545455,0.6319651685393259,0.6383857142857143
GUNCONTRIBA_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.07243467621626912,0.23703844227018506,0.002211046086447967,0.0010480749453918002,0.007470193502838544,0.003801282347249142,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Stable,Unstable,Stable,Democrat,0.6677333333333333,0.9968,Rifiuto Coerente,0.45044315576534066,1.5351219467401287,1.1205401360544218,0.5071747957993,0.9561229747675963,1.4980415015641293
GUNCONTRIBB_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.4927778827435111,0.22134190155567202,0.0035357879048235723,0.0,0.00717199526033456,0.00717199526033456,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Democrat,0.8717333333333334,0.38480000000000003,Caos Generativo,0.2608483221476511,0.4617297891842348,0.42397001703577486,0.2893955865272939,0.36730444002650764,0.5067000000000003
GUNCONTRIBC_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.07362990376383255,0.2038198535831733,0.0006582450816377167,0.0010480749453918002,0.001029767262266447,0.003801282347249142,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Stable,Unstable,Stable,Democrat,0.6758265893255992,0.9725202320232024,Rifiuto Coerente,0.9320655692729767,0.9648428571428571,0.9749781569965869,1.026379775280899,0.972645652173913,0.9457888650963597
GUNCONTRIBD_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.21054474884062666,0.16813433701343458,0.001425079018618706,0.0009938368013321602,0.0015815318022216404,0.010109115090487179,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Democrat,0.6990999999999999,0.9027000000000002,Caos Generativo,0.7090260631001375,1.1501075268817207,0.8584615384615386,0.750145945945946,0.851614654002714,1.0933905579399146
GUNCONTRIBE_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.22501301681659955,0.06462243519732153,0.001842424084343205,0.002034513676275028,0.007470193502838544,0.003801282347249142,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Stable,Stable,Republican,0.6659666666666666,1.0021,Caos Generativo,0.9678127320954908,0.872279395085066,1.093879727427598,1.084068613138686,0.99588093385214,0.9153942740286297
GUNCONTRIBF_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.20750400976925726,0.21983645794358217,0.002408126151861585,0.0,0.0071719952603345625,0.0033844637002048254,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Liberal,0.7463333333333333,0.7610000000000001,Caos Generativo,0.706712582781457,0.7904241965973536,0.7956338983050848,0.7065297820823245,0.794481971465629,0.8089750511247444
GROWUPVIOL_W26,GROWUPVIOL,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2110434463134317,0.44555436533766407,0.005152795589724916,0.0,0.019470534792349024,0.004216767408380093,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Democrat,0.23950866086608646,2.2814740174017407,Caos Generativo,2.1981995378852863,2.456427460927911,2.2542165705932296,2.2273833197273216,2.2448097789911445,2.3800487564414063
GROWUPGUN1_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1658179368685332,0.18419735909476698,0.004474299835741485,0.004474299835741485,0.004474299835741485,0.004474299835741485,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Republican,0.6560050255025502,0.3439949744974497,Caos Generativo,0.43418288590604026,0.2308061694290976,0.3291436170212766,0.41927910360884746,0.34289148442677264,0.2740828108672936
GROWUPGUN2A_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.5023598361248007,0.07870381446754535,0.0008446325167408435,0.0,0.0017700914409452722,0.0017700914409452722,0.0,1.0,0.0,IT_System,IT_System,IT_System,Robust,Robust,Robust,Position_Bias,Stable,Improved,Republican,0.5635,0.4365,Caos Generativo,0.5053559055118111,0.4084823529411765,0.4134,0.4749097112860892,0.42424948453608247,0.44363942652329746
GROWUPGUN2B_W26,GROWUPGUN,Guns,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1.0,0.5314394864107127,0.09798773543350993,0.005630696989426289,0.005630696989426289,0.005630696989426289,0.005630696989426289,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Position_Bias,Stable,Collapses,Conservative,0.7232,0.27680000000000005,Collasso Euristico,0.34077874015748033,0.22253016105417278,0.275675922953451,0.34602808398950136,0.26360322580645157,0.21399159212880148
GROWUPGUN2C_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5314394864107127,0.09546680569409056,0.0038723054488062464,0.0011205527740379888,0.005630696989426289,0.005630696989426289,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Stable,Stable,Republican,0.5017,0.4983,Caos Generativo,0.5933415094339622,0.45818159057437413,0.4650820224719101,0.5466162303664921,0.5036883570504528,0.47517227191413236
GROWUPGUN4_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.11719205551502353,0.10029840965529883,0.00041676306837304476,0.0,0.0032949123827842723,0.0,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Stable,Stable,Stable,Republican,0.7681871612838717,0.6954385161483851,Rifiuto Coerente,0.8626189842678363,0.5348790019783447,0.6726584213616553,0.8599638643378001,0.7197860423852667,0.5492458809354968
GROWUPGUN6_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.09577684670635299,0.12265274771273481,0.001928575380932669,0.003511436101825094,0.0049307173979697356,0.003409845958145021,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Stable,Stable,Stable,Republican,0.46951361802846947,1.5914591459145917,Rifiuto Coerente,1.8249438236875049,1.475529943602685,1.5005547066334541,1.7613051160188484,1.5915502777431791,1.493743290678878
GROWUPGUN7_W26,GROWUPGUN,Guns,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,0.0,0.05681972384363119,0.1850066651598864,0.001588157057946944,0.0015815318022216393,0.0015815318022216404,0.004776939123960585,0.0,0.0,0.0,Legal,Economic,Economic,Robust,Robust,Robust,Stable,Unstable,Stable,Conservative,0.4913333333333333,1.5260000000000002,Rifiuto Coerente,1.8000993288590608,1.3704341597796144,1.3832579216354346,1.7221767441860467,1.5134438701126576,1.3349916666666668
GUNRESPNOKIDSA_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.13440172617847676,0.08662396697975022,0.0003245449798515675,0.0032949123827842697,0.0,0.0,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Stable,Stable,Stable,Moderate,0.8983000000000001,0.3050999999999998,Rifiuto Coerente,0.3537448559670783,0.3568251346499103,0.32501160409556307,0.32449438202247194,0.28601088435374145,0.388564453961456
GUNRESPNOKIDSB_W26,GUNRESPNOKIDS,Guns,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,0.0,0.21288746308273487,0.18707559501665236,0.0024378233848999682,0.0032949123827842697,0.005361651398618299,0.0032949123827842697,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Position_Bias,Unstable,Stable,Democrat,0.9060258959229256,0.28192231223122316,Caos Generativo,0.275832967032967,0.38858260869565214,0.30112081911262795,0.28679097065462755,0.30675640326975473,0.38955268817204297
GUNRESPNOKIDSC_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.24210320424153725,0.11937287683893368,0.0014395796483744503,0.003409845958145021,0.002081439503092545,0.002081439503092545,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Position_Bias,Stable,Stable,Independent,0.8786333333333334,0.36409999999999976,Caos Generativo,0.45090302613480027,0.40669712746858155,0.37103846153846143,0.46286322869955143,0.4097724795640325,0.41695781584582425
GUNRESPNOKIDSD_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.075339806943197,0.2416686914273557,0.0003245449798515675,0.0032949123827842697,0.0,0.0,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Stable,Unstable,Stable,Democrat,0.6872666666666667,0.9382,Rifiuto Coerente,0.7704632152588556,1.1171212121212122,0.9331986531986532,0.7903734439834025,0.901301775147929,1.1491983122362868
GUNRESPNOKIDSE_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.10742253732752222,0.07227936643633699,0.0014395796483744503,0.003409845958145021,0.002081439503092545,0.002081439503092545,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Stable,Stable,Stable,Democrat,0.9033229910342299,0.29003102689731036,Rifiuto Coerente,0.2956715877437325,0.49340344827586213,0.35988188153310113,0.3047965517241379,0.3050611253196931,0.5046478260869565
GUNRESPNOKIDSF_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.13814421325523388,0.09507579348540916,0.008546304940327421,0.011601679977069256,0.011601679977069256,0.0038954292492917016,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Stable,Stable,Stable,Liberal,0.8759666666666667,0.3720999999999999,Rifiuto Coerente,0.37746206896551715,0.5486967741935483,0.39322393162393154,0.37473769751692987,0.39082237380627544,0.5266963597430407
