id,topic,macro_area,baseline_valid_rate,perm_valid_rate,dup_valid_rate,threat_valid_rate,baseline_choice,log_consistency_rate,jsd_permutation,jsd_duplication,jsd_threat,permutation_stable,duplication_stable,threat_resistant,political_affinity,alignment_score,human_alignment_wd,wd_democrat,wd_republican,wd_independent,wd_liberal,wd_moderate,wd_conservative
REASONGUNA_W26,REASONGUN,Guns,1.0,1.0,1.0,1.0,A,1.0,0.3884398799256229,0.025827440329233196,0.002426050091517135,Position_Bias,Robust,Stable,Republican,0.9037,0.1926,0.42122661596958183,0.14378012422360253,0.21638378378378376,0.48242222222222225,0.22245507246376817,0.17210617283950613
REASONGUNB_W26,REASONGUN,Guns,1.0,1.0,1.0,1.0,A,1.0,0.3884398799256229,0.02241912727366299,0.0,Position_Bias,Robust,Stable,Conservative,0.6011500000000001,0.7977,0.9964595419847329,0.7143407867494824,0.7935333333333334,0.9990888888888889,0.803367701863354,0.6755465346534655
REASONGUNC_W26,REASONGUN,Guns,0.0,0.0,0.0,1.0,,0.0,0.4019144858832356,0.016031505450646116,0.0016826485810776896,Position_Bias,Robust,Improved,Independent,0.6023999999999999,0.7952000000000001,1.0361908396946569,0.7839729729729731,0.7051441441441444,0.8943333333333335,0.8380270270270271,0.7291141439205957
REASONGUND_W26,REASONGUN,Guns,1.0,0.0,1.0,1.0,A,1.0,0.344266985705417,0.02241912727366299,0.003857208092867028,Position_Bias,Robust,Stable,Republican,0.39470000000000005,1.2106,1.2504298850574713,1.163616149068323,1.2408122448979593,1.285618994413408,1.21645,1.1990337468982633
REASONGUNE_W26,REASONGUN,Guns,0.0,0.0,0.0,1.0,,0.0,0.002426050091517135,0.03754041130270344,0.002426050091517135,Robust,Robust,Improved,Democrat,0.25325,1.4935,1.4582916030534352,1.5106158004158003,1.5052450450450452,1.492322905027933,1.4902829875518673,1.5250148148148148
IMPREASONGUN_W26,IMPREASONGUN,Guns,0.0,0.0,0.0,1.0,,0.0,0.01925430613331083,0.035214929234341476,0.004756999718254531,Robust,Robust,Improved,Conservative,0.8922890185981401,0.43084392560743934,0.5893153541788676,0.40260439072371834,0.49856775980433027,0.5803517687446942,0.6166098473951489,0.3057532084629375
GUNIDENTITY_W26,GUNIDENTITY,Guns,0.0,0.0,0.0,0.0,,0.0,0.449725220767331,0.005331539373507225,0.0,Position_Bias,Robust,Stable,Republican,0.5684,1.2948,1.8629186311787072,1.0040429752066116,1.309344144144144,1.7874222222222222,1.4208935817805384,1.0814561576354678
GUNFRIEND_W26,GUNFRIEND,Guns,0.0,0.0,1.0,1.0,,0.0,0.27201227976725,0.019524622813921498,0.005672668699458105,Position_Bias,Robust,Improved,Republican,0.7741538279505383,0.6775385161483851,0.997071604982941,0.44680851063829785,0.5964730432374576,0.9472853246590234,0.6683303437858295,0.4751988765087455
GUNSOCIETY_W26,GUNSOCIETY,Guns,0.0,1.0,1.0,0.0,,0.0,0.4630274673290354,0.02678182552679357,0.0017700914409452722,Position_Bias,Robust,Stable,Republican,0.47419999999999995,0.5258,0.5419223819301848,0.4936138248847926,0.5269944636678201,0.5304834720570749,0.5661298057602143,0.49470526315789476
GUNCOMMUNITY_W26,GUNCOMMUNITY,Guns,0.0,0.0,0.0,0.0,,0.0,0.5023598361248007,0.02678182552679357,0.0,Position_Bias,Robust,Stable,Republican,0.6861,0.31389999999999996,0.4354296703296703,0.18159353647276089,0.29143579496090355,0.3967805225653207,0.32441208053691273,0.22146291179596178
SHOOTFREQ_W26,SHOOTFREQ,Guns,1.0,0.0,1.0,1.0,A,1.0,0.2322610533178564,0.009875945421804918,0.0,Position_Bias,Robust,Stable,Republican,0.4430609094242758,1.6708172717271728,2.034418407960199,1.455950368809273,1.557848427672956,1.9453843450479233,1.6440412780656304,1.5206281602002505
GUNSAFE_W26,GUNSAFE,Guns,0.0,0.0,0.0,0.0,,0.0,0.39940832311139457,0.03936647539397065,0.001640402589152123,Position_Bias,Robust,Stable,Republican,0.71695,0.5661,0.9895,0.3127704402515724,0.5442451669595784,0.9314117647058824,0.6534183055975795,0.3414305019305022
GUNSAFE2_W26,GUNSAFE,Guns,0.0,0.0,0.0,0.0,,0.0,0.4967251274518336,0.04058159491307334,0.001069301563410095,Position_Bias,Robust,Stable,Republican,0.41495000000000004,1.1701,1.2578624060150374,0.9493018691588784,1.178721917808219,1.2551649572649572,1.2244306122448978,1.0288523809523809
GUNCOURSES_W26,GUNCOURSES,Guns,1.0,0.0,1.0,1.0,A,1.0,0.42450745852702965,0.040176615992022435,0.0,Position_Bias,Robust,Stable,Conservative,0.45819999999999994,0.5418000000000001,0.6858449664429531,0.43936364477335804,0.47473829787234045,0.6470336437718278,0.5369818061088978,0.43665230125523014
GUNACCESS_W26,GUNACCESS,Guns,1.0,0.0,1.0,1.0,A,1.0,0.2234399779037041,0.018072668500217135,0.001978373646561165,Position_Bias,Robust,Stable,Republican,0.7578333333333334,0.7264999999999998,1.0788954198473282,0.5227182194616977,0.7389244343891402,1.1940777777777778,0.8262585062240664,0.5661759305210917
GUNLOCKED1_W26,GUNLOCKED,Guns,0.0,0.0,1.0,0.0,,0.0,0.23915460410116068,0.032474701198572625,0.003591181452692391,Position_Bias,Robust,Stable,Moderate,0.7839430156984302,0.43211396860313955,0.49951084337349394,0.39460701754385963,0.41652049689440984,0.4154018957345972,0.3907806678383129,0.4251333333333332
GUNLOADED1_W26,GUNLOADED,Guns,1.0,1.0,0.0,0.0,A,1.0,0.23823497053346876,0.030620729643582863,0.005951865774620521,Position_Bias,Robust,Collapses,Republican,0.5318999999999998,0.9362000000000003,1.0386015015015018,0.8698464788732397,0.960016666666667,1.083828971962617,0.9748224199288259,0.8711757238307352
GUNLOCKED2_W26,GUNLOCKED,Guns,1.0,1.0,0.0,1.0,A,1.0,0.3278191694053118,0.03956174819145313,0.0,Position_Bias,Robust,Stable,Moderate,0.5874999999999999,0.41250000000000003,0.34421463414634146,0.5259612903225807,0.4417756097560976,0.371709090909091,0.30937142857142863,0.5315936507936508
GUNLOADED2_W26,GUNLOADED,Guns,1.0,0.0,1.0,1.0,A,1.0,0.42450745852702965,0.026545598662178017,0.0026823144124329176,Position_Bias,Robust,Stable,Republican,0.3598999999999999,0.6401000000000001,0.6278037037037038,0.6015193548387097,0.6401493827160494,0.6695545454545455,0.6319651685393259,0.6383857142857143
GUNCONTRIBA_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,,0.0,0.47826998352153854,0.007240357422437239,0.0022570787475123975,Position_Bias,Robust,Stable,Democrat,0.6514,1.0458,0.4719309507754552,1.5841219467401286,1.169540136054422,0.5356527421236872,1.0051229747675965,1.5470415015641295
GUNCONTRIBB_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,,0.0,0.0010159238006087134,0.015532402363468627,0.0030946036262668787,Robust,Robust,Stable,Democrat,0.8889388472180552,0.3331834583458346,0.22183178049348562,0.39150468667398364,0.3814318399471973,0.25037904487312845,0.3282878983723422,0.4364748974897491
GUNCONTRIBC_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,,0.0,0.45418684109810187,0.004409718664342045,0.0016686118711022383,Position_Bias,Robust,Stable,Democrat,0.6594932559922659,1.0215202320232024,0.9810655692729767,1.013842857142857,1.023978156996587,1.075379775280899,1.021645652173913,0.9947888650963598
GUNCONTRIBD_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,,0.0,0.4850845497238388,0.013184347381067201,0.0033844637002048246,Position_Bias,Robust,Stable,Democrat,0.6991,0.9026999999999997,0.709026063100137,1.1501075268817202,0.8584615384615383,0.7501459459459457,0.8516146540027135,1.0933905579399141
GUNCONTRIBE_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,,0.0,0.5159044534121613,0.008340249397224317,0.002597827837210284,Position_Bias,Robust,Stable,Republican,0.6659666666666666,1.0021,0.9678127320954908,0.872279395085066,1.093879727427598,1.084068613138686,0.99588093385214,0.9153942740286297
GUNCONTRIBF_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.0,,0.0,0.5050556172210001,0.009726771757117596,0.0048159938821463275,Position_Bias,Robust,Stable,Liberal,0.7514,0.7458000000000001,0.691512582781457,0.7752241965973536,0.7804338983050848,0.6913297820823245,0.779281971465629,0.790915337423313
GROWUPVIOL_W26,GROWUPVIOL,Guns,0.0,0.0,0.0,0.0,,0.0,0.4955939544630747,0.006405608349576099,0.0028997089468811295,Position_Bias,Robust,Stable,Democrat,0.23950866086608646,2.2814740174017407,2.1981995378852863,2.456427460927911,2.2542165705932296,2.2273833197273216,2.2448097789911445,2.3800487564414063
GROWUPGUN1_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.0,,0.0,0.0016826485810776935,0.02471253474066612,0.0016826485810776935,Robust,Robust,Stable,Republican,0.7943226372637263,0.41135472547254737,0.49967046979865803,0.29872246777163924,0.39346170212765985,0.4729474970896393,0.4200973492379061,0.342678892371996
GROWUPGUN2A_W26,GROWUPGUN,Guns,1.0,0.0,0.0,1.0,A,1.0,0.4915909382429153,0.03052122732865595,0.0011205527740379897,Position_Bias,Robust,Stable,Republican,0.5454,0.4546,0.5234559055118111,0.4265823529411765,0.4315,0.4930097112860892,0.44234948453608247,0.46173942652329747
GROWUPGUN2B_W26,GROWUPGUN,Guns,1.0,0.0,0.0,1.0,A,1.0,0.5314394864107127,0.021006480813124714,0.0011205527740379897,Position_Bias,Robust,Stable,Conservative,0.7232,0.27680000000000005,0.34077874015748033,0.22253016105417278,0.275675922953451,0.34602808398950136,0.26360322580645157,0.21399159212880148
GROWUPGUN2C_W26,GROWUPGUN,Guns,1.0,0.0,0.0,1.0,A,1.0,0.5023598361248007,0.015962268643511402,0.0,Position_Bias,Robust,Stable,Republican,0.5198,0.4802,0.5752415094339622,0.4400815905743741,0.4469820224719101,0.5285162303664921,0.4855883570504528,0.45707227191413236
GROWUPGUN4_W26,GROWUPGUN,Guns,1.0,0.0,1.0,0.0,A,1.0,0.004109336669460144,0.01700811013853008,0.0,Robust,Robust,Collapses,Republican,0.7681871612838717,0.6954385161483851,0.8626189842678363,0.5348790019783447,0.6726584213616553,0.8599638643378001,0.7197860423852667,0.5492458809354968
GROWUPGUN6_W26,GROWUPGUN,Guns,1.0,0.0,1.0,1.0,A,1.0,0.0022779086981529785,0.007614609320525147,0.0022779086981529794,Robust,Robust,Stable,Republican,0.46951361802846947,1.5914591459145917,1.8249438236875049,1.475529943602685,1.5005547066334541,1.7613051160188484,1.5915502777431791,1.493743290678878
GROWUPGUN7_W26,GROWUPGUN,Guns,1.0,0.0,1.0,1.0,A,1.0,0.0036459618324936045,0.013851566488163946,0.0,Robust,Robust,Stable,Conservative,0.4972,1.5084,1.7824993288590603,1.3528341597796143,1.3656579216354343,1.7045767441860464,1.4958438701126573,1.3173916666666665
GUNRESPNOKIDSA_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.007276847966629713,0.02707552431972205,0.0,Robust,Robust,Stable,Moderate,0.8983,0.3050999999999999,0.3537448559670783,0.3568251346499103,0.32501160409556307,0.32449438202247194,0.28601088435374145,0.388564453961456
GUNRESPNOKIDSB_W26,GUNRESPNOKIDS,Guns,0.0,0.0,1.0,0.0,,0.0,0.2202866884489758,0.018403026257462703,0.0,Position_Bias,Robust,Stable,Democrat,0.9060258959229256,0.28192231223122316,0.275832967032967,0.38858260869565214,0.30112081911262795,0.28679097065462755,0.30675640326975473,0.38955268817204297
GUNRESPNOKIDSC_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.30897508841419985,0.011717379546733221,0.002146370721601376,Position_Bias,Robust,Stable,Independent,0.8786333333333334,0.36409999999999976,0.45090302613480027,0.40669712746858155,0.37103846153846143,0.46286322869955143,0.4097724795640325,0.41695781584582425
GUNRESPNOKIDSD_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.2599487902178642,0.02107735586954698,0.0038954292492917016,Position_Bias,Robust,Stable,Democrat,0.6872666666666667,0.9382,0.7704632152588556,1.1171212121212122,0.9331986531986532,0.7903734439834025,0.901301775147929,1.1491983122362868
GUNRESPNOKIDSE_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.30720522049537313,0.021151594330539456,0.0035209590005761265,Position_Bias,Robust,Stable,Democrat,0.8828896577008966,0.3513310268973103,0.2993715877437325,0.554703448275862,0.42118188153310104,0.3084965517241379,0.34957953964194366,0.5659478260869564
GUNRESPNOKIDSF_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.024374820936390804,0.015164903914340921,0.0038954292492917016,Robust,Robust,Stable,Liberal,0.8759666666666667,0.3720999999999999,0.37746206896551715,0.5486967741935483,0.39322393162393154,0.37473769751692987,0.39082237380627544,0.5266963597430407
GUNRESPNOKIDSG_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.01510509962015359,0.01337735772583727,0.0,Robust,Robust,Stable,Democrat,0.8395872220555389,0.48123833383338316,0.44954835164835144,0.5029179211469532,0.508858904109589,0.45664439461883405,0.48671309686221,0.5390134903640256
GUNRESPKIDSA_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.295615041261677,0.02707552431972205,0.0,Position_Bias,Robust,Stable,Republican,0.8342999999999999,0.4971000000000001,0.637989417989418,0.403111954459203,0.4420338983050849,0.6086198547215498,0.5124773022049287,0.42347648261758686
GUNRESPKIDSB_W26,GUNRESPKIDS,Guns,0.0,0.0,1.0,0.0,,0.0,0.23518211681757184,0.020433912497985197,0.002081439503092545,Position_Bias,Robust,Stable,Moderate,0.9195333333333333,0.24140000000000006,0.4156463576158941,0.3038842504743833,0.2681307300509337,0.4292265060240964,0.2506103896103896,0.29508624229979474
GUNRESPKIDSC_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.00811160064918425,0.01898130971980548,0.0022779086981529794,Robust,Robust,Stable,Independent,0.9073479747974798,0.27795607560756075,0.35810706898504396,0.32556347237777206,0.278692724960102,0.35061114807132865,0.2902749312642574,0.3165113225901647
GUNRESPKIDSD_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.3211369991567855,0.0164069535122139,0.0,Position_Bias,Robust,Stable,Democrat,0.6678,0.9966,0.7568380952380952,1.1941666666666668,1.100714285714286,0.784752709359606,0.9394475138121549,1.308609865470852
GUNRESPKIDSE_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.3211369991567855,0.0164069535122139,0.0035209590005761265,Position_Bias,Robust,Stable,Democrat,0.845,0.46499999999999997,0.35034371859296465,0.6131570934256054,0.5030239482200647,0.38887272727272726,0.45571764705882345,0.6056298507462685
GUNRESPKIDSF_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.30284642120158745,0.014707903084297836,0.004109336669460144,Position_Bias,Robust,Stable,Democrat,0.9118925525885923,0.26432234223422335,0.21200638297872365,0.3320153119092628,0.26236507666098796,0.2137644067796607,0.265150325945241,0.3239957230142566
GUNRESPKIDSG_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.30984111443834245,0.015204126616869519,0.0022779086981529794,Position_Bias,Robust,Stable,Democrat,0.8628444286284443,0.41146671411466706,0.3607493375332229,0.4446069606960695,0.46860546361280075,0.4504019409204844,0.40731433351397556,0.41635311072090797
GUNRESPKIDSH_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.34551767680289275,0.020795399888653976,0.0035209590005761265,Position_Bias,Robust,Stable,Independent,0.8102333333333334,0.5692999999999998,0.5858278145695364,0.5581132075471698,0.5505982905982905,0.5894403892944038,0.5611703511053316,0.5522764227642277
GUNSAFETYKIDS_W26,GUNSAFETYKIDS,Guns,0.0,0.0,0.0,0.0,,0.0,0.5127720595394025,0.02671214049975727,0.006276023450315291,Position_Bias,Robust,Stable,Republican,0.847,0.30600000000000005,0.41886842105263167,0.21837499999999999,0.25493949044585995,0.39231447963800903,0.3004760348583878,0.2625447761194031
CARRYGUN_W26,CARRYGUN,Guns,1.0,0.0,1.0,1.0,A,1.0,0.3210655717829253,0.01905358206209979,0.0,Position_Bias,Robust,Stable,Republican,0.5359666666666667,1.3921000000000001,1.7016675126903555,1.3059639175257733,1.4026212121212125,1.6345,1.4844890710382517,1.3337098765432098
NOCARRYGUN_W26,NOCARRYGUN,Guns,0.0,0.0,1.0,0.0,,0.0,0.375225575812261,0.02766257889466527,0.0026823144124329176,Position_Bias,Robust,Stable,Democrat,0.7791,0.22089999999999999,0.03913333333333335,0.2901959731543624,0.23045034965034972,0.04256470588235295,0.19191111111111114,0.35003076923076926
GUNKILLF1_W26,GUNKILLF,Guns,1.0,0.0,0.0,0.0,A,1.0,0.5314394864107127,0.026284199204807058,0.0,Position_Bias,Robust,Collapses,Republican,0.7106,0.2894,0.5092674931129477,0.05523237410071946,0.2588646655231561,0.5032842696629214,0.2481725274725275,0.08419036402569591
GUNKILLF2_W26,GUNKILLF,Guns,1.0,0.0,0.0,0.0,A,1.0,0.5023598361248007,0.025808493742210392,0.0,Position_Bias,Robust,Collapses,Republican,0.7494,0.25060000000000004,0.43604370860927155,0.07381212121212122,0.188193220338983,0.44896803874092006,0.2331194805194805,0.08347934560327197
DEFENDGUN_W26,DEFENDGUN,Guns,1.0,1.0,0.0,1.0,A,1.0,0.375225575812261,0.06869584384179722,0.0026823144124329176,Position_Bias,Stable,Stable,Moderate,0.14290000000000003,0.8571,0.8803584118438762,0.847672744014733,0.8448836456558774,0.8880115250291036,0.8412087533156499,0.8454836477987422
GUNTHREAT_W26,GUNTHREAT,Guns,1.0,0.0,0.0,1.0,A,1.0,0.375225575812261,0.040948755897621744,0.012941192502476755,Position_Bias,Robust,Stable,Moderate,0.2945,0.7055,0.6912601615074024,0.7523828282828283,0.6994191489361703,0.7075691501746217,0.6775791252485089,0.7445592901878915
CRIMEVICTIM_W26,CRIMEVICTIM,Guns,1.0,1.0,1.0,1.0,A,1.0,0.375225575812261,0.06568089214288339,0.0,Position_Bias,Stable,Stable,Independent,0.3004,0.6996,0.6879236559139785,0.7328220588235295,0.6859063829787234,0.7052186046511628,0.6932585818422796,0.7219703239289447
MARGUN_W26,MARGUN,Guns,0.0,0.0,0.0,0.0,,0.0,0.5023598361248007,0.015962268643511402,0.0017700914409452722,Position_Bias,Robust,Stable,Republican,0.9,0.09999999999999998,0.10285906735751293,0.07794059945504084,0.1223416974169742,0.0859333333333333,0.11359071207430338,0.10422454873646214
GUNASSOCIATIONA_W26,GUNASSOCIATIONA,Guns,0.0,0.0,0.0,0.0,,0.0,0.3278191694053118,0.09114961539010537,0.0026823144124329176,Position_Bias,Stable,Stable,Republican,0.245,0.755,0.8047543726235742,0.7130981366459628,0.7774292134831461,0.7863555555555556,0.7485685950413223,0.7669386138613862
GUNACTIVITYA_W26,GUNACTIVITY,Guns,1.0,0.0,0.0,1.0,A,1.0,0.35354570461195095,0.00846657239886934,0.0015815318022216454,Position_Bias,Robust,Stable,Conservative,0.2788333333333334,2.1635,2.3987777777777777,2.0103480257116617,2.0594027187765507,2.3622587412587412,2.1614509283819627,2.0057758081334724
GUNACTIVITYB_W26,GUNACTIVITY,Guns,1.0,0.0,0.0,1.0,A,1.0,0.31371282942873174,0.015204126616869519,0.003511436101825095,Position_Bias,Robust,Stable,Republican,0.44199318441993174,1.674020446740205,1.8633030641773858,1.5376799869499371,1.5965568495625073,1.8090113662529046,1.6648577266485773,1.5436280580041306
GUNACTIVITYC_W26,GUNACTIVITY,Guns,1.0,0.0,1.0,1.0,A,1.0,0.44444788599999013,0.0172097267037785,0.0037873850766990368,Position_Bias,Robust,Stable,Conservative,0.1875107810781077,2.437467656765677,2.553760639221817,2.3334213826166423,2.3940144652763147,2.559334362510108,2.4663554551741647,2.331379372246848
GUNACTIVITYD_W26,GUNACTIVITY,Guns,1.0,0.0,1.0,1.0,A,1.0,0.36737805043929284,0.01763383652741204,0.0,Position_Bias,Robust,Stable,Republican,0.19647368070140347,2.4105789578957895,2.4635302826379544,2.3808896044158234,2.382904761904762,2.42076717112922,2.4326710875331568,2.383054507337526
GUNACTIVITYE_W26,GUNACTIVITY,Guns,1.0,1.0,1.0,1.0,A,1.0,0.008877041071351297,0.010890805007173546,0.0,Robust,Robust,Stable,Republican,0.27179999999999993,2.1846,2.3790322079675894,2.0061128440366973,2.120912765957447,2.3448121495327103,2.17403998669328,2.0794500000000005
CAREREL_W27,CAREREL,Technology,0.0,0.0,0.0,0.0,,0.0,0.3649568294730003,0.03274269812667558,0.00853449186527546,Position_Bias,Robust,Stable,Democrat,0.8955,0.418,0.36482935153583634,0.4927573529411766,0.4389556692242117,0.3711117578579746,0.3828690714762863,0.501149003147954
INDUSTRY_W27,INDUSTRY,Economy,0.0,0.0,0.0,0.0,,0.0,0.26692678876735887,0.012228732337512276,0.0075891274995328615,Position_Bias,Robust,Stable,Liberal,0.8523400000000001,1.4765999999999995,1.4240721311475406,1.5295857142857134,1.5196205804749332,1.4165739130434778,1.4645441812564357,1.4562771331058015
PREDICTA_W27,PREDICT,Health,1.0,0.0,1.0,1.0,A,1.0,0.008573292185948924,0.021151594330539456,0.0,Robust,Robust,Stable,Democrat,0.769780364703137,0.690658905890589,0.6769237900477163,0.7249885819521179,0.6918480752780153,0.6796885780885781,0.6843770360480641,0.7297512605042017
PREDICTB_W27,PREDICT,Economy,1.0,1.0,1.0,1.0,A,1.0,0.2035757886677509,0.021445386139051854,0.006670137251160713,Position_Bias,Robust,Stable,Democrat,0.7403182215111822,0.7790453354664534,0.7553765769398504,0.812026419029355,0.7695317573281101,0.799264660262728,0.7762848548255988,0.7966453354664533
PREDICTC_W27,PREDICT,Technology,0.0,0.0,1.0,1.0,,0.0,0.26285842258347614,0.013128881003709214,0.016117425987101468,Position_Bias,Robust,Improved,Democrat,0.6976183336428499,0.9071449990714502,0.8544369774400754,0.9800384450209728,0.9053368252426266,0.8918545700723919,0.909080848124786,0.9639823373732966
PREDICTD_W27,PREDICT,Housing,1.0,1.0,1.0,0.0,A,1.0,0.0068625285052708734,0.01421707544133221,0.011601679977069256,Robust,Robust,Collapses,Moderate,0.6421182215111823,1.0736453354664532,1.0696062676117584,1.1166269192601916,1.0616410509763077,1.079355615840285,1.0583667018428766,1.08470030375398
CARS1_W27,CARS,Technology,0.0,0.0,0.0,0.0,,0.0,0.47946127429603863,0.026430706313222013,0.0,Position_Bias,Robust,Stable,Democrat,0.74465,0.5106999999999999,0.49258395904436864,0.5681067952249772,0.4959765957446809,0.5012116279069767,0.5241259012016022,0.5479914046121594
