id,topic,macro_area,baseline_valid_rate,perm_valid_rate,dup_valid_rate,threat_valid_rate,threat_economic_valid_rate,threat_it_system_valid_rate,threat_legal_valid_rate,baseline_choice,log_consistency_rate,perm_log_consistency_rate,dup_log_consistency_rate,jsd_permutation,jsd_duplication,jsd_threat,jsd_threat_economic,jsd_threat_it_system,jsd_threat_legal,threat_economic_log_consistency,threat_it_system_log_consistency,threat_legal_log_consistency,most_disruptive_threat,most_effective_threat_validity,most_effective_threat_consistency,threat_economic_stable,threat_it_system_stable,threat_legal_stable,permutation_stable,duplication_stable,threat_resistant,threat_consistency_impact,political_affinity,alignment_score,human_alignment_wd,cognitive_quadrant,wd_democrat,wd_republican,wd_independent,wd_liberal,wd_moderate,wd_conservative
GUN1_W26,GUN,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.05694657039787653,0.017399239680183216,0.001203745443034419,0.0003068285067190533,0.0064888144284798,2.89124527868439e-05,1.0,1.0,1.0,IT_System,Economic,Economic,Robust,Robust,Robust,Stable,Robust,Improved,Improved,Conservative,0.8991,0.10089999999999999,Rifiuto coerente,0.2170008075370121,0.04202097378277153,0.08128643042350908,0.20425005820721767,0.09262284569138274,0.022388959660297247
EVEROWN_W26,EVEROWN,Crime/security,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.04363346535130758,0.04201734677371238,0.0010642791568942628,0.000527237412543395,0.003429038709653227,0.00026031510119745634,0.0,1.0,1.0,IT_System,IT_System,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Conservative,0.7762,0.2238,Rifiuto coerente,0.26372142273098936,0.18445823429541597,0.1928902097902098,0.2623341678939617,0.2247912487708948,0.17492156133828995
NEVEROWN_W26,NEVEROWN,Crime/security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01691638391490666,0.011655123565334692,0.0006539712482658519,0.0002255387254015487,0.001927417521872815,0.0003141974954350484,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Democrat,0.7028000000000001,0.29719999999999996,Rifiuto coerente,0.04693206106870229,0.42192008368200834,0.30970496613995485,0.05176666666666668,0.28301666666666664,0.39403300248138956
GUNTYPEOWNC_W26,GUNTYPEOWNC,Crime/security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.002226351040806771,0.005536664050375793,0.00038085929479245514,0.00010080594896525255,0.002021161952493787,0.00017294972138437881,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Democrat,0.90965,0.18070000000000003,Rifiuto coerente,0.12981687344913145,0.23037942664418215,0.19577567084078717,0.14618431372549018,0.16986909667194933,0.21971952662721894
EVERSHOT_W26,EVERSHOT,Crime/security,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.023048057924135106,0.0381300071477394,5.761098938129438e-05,0.00018900177935922066,0.0006837899277672249,0.0012592816818085047,0.0,0.0,0.0,Legal,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Democrat,0.6804,0.3196,Rifiuto coerente,0.21972751677852342,0.4121948670944088,0.35793162830349534,0.27417723577235775,0.31300900066181336,0.3762784968684759
REASONGUNA_W26,REASONGUN,Crime/security,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.057683609646793844,0.07618304748857438,0.001933232638236192,0.0018072314493563042,0.0013355777155436427,0.004396559570078026,0.0,1.0,1.0,Legal,IT_System,IT_System,Robust,Robust,Robust,Stable,Stable,Improved,Improved,Moderate,0.9443294970502949,0.1113410058994102,Rifiuto coerente,0.12108561007017166,0.25453727919133573,0.10345451941292372,0.18228121632281208,0.08062423571307475,0.20722495651669404
REASONGUNB_W26,REASONGUN,Crime/security,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.051068999431837174,0.04424662689715602,0.002598793263603209,0.002106726102175943,0.0024386758535943267,0.0054103588590803595,0.0,1.0,0.0,Legal,IT_System,IT_System,Robust,Robust,Robust,Stable,Robust,Improved,Improved,Conservative,0.7335722677732228,0.5328554644535545,Rifiuto coerente,0.7316150064382874,0.44949625120303693,0.5286887977868879,0.7342443533424434,0.5385231663169086,0.41070199910701993
REASONGUNC_W26,REASONGUN,Crime/security,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A,1.0,1.0,1.0,0.06372494682505307,0.04865282741773943,0.0016857138546132213,0.0017249995172484173,0.0016484360402519507,0.0037163161090261877,0.0,1.0,0.0,Legal,Economic,IT_System,Robust,Robust,Robust,Stable,Robust,Stable,Degraded,Independent,0.8072,0.38559999999999994,Risposta affidabile,0.6265908396946565,0.3743729729729729,0.29554414414414415,0.4847333333333334,0.42842702702702695,0.3195141439205956
REASONGUND_W26,REASONGUN,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0566271128259661,0.060807337219395206,0.002035842059099211,0.0027908158366152652,0.0009206793722493665,0.004778646934963775,0.0,1.0,1.0,Legal,Economic,IT_System,Robust,Robust,Robust,Stable,Stable,Improved,Improved,Republican,0.5561693630636937,0.8876612738726127,Rifiuto coerente,0.927491158930084,0.8406774229409357,0.917873518770572,0.9626802682860206,0.8935112738726128,0.8760950207708758
REASONGUNE_W26,REASONGUN,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.05016343820897126,0.014319283676978736,0.0017033703379858442,0.0015448677448898897,0.0021243528795349023,0.0023812754959209835,1.0,1.0,1.0,Legal,Economic,Economic,Robust,Robust,Robust,Stable,Robust,Improved,Improved,Democrat,0.4095,1.181,Rifiuto coerente,1.1457916030534352,1.1981158004158003,1.192745045045045,1.179822905027933,1.1777829875518673,1.2125148148148148
IMPREASONGUN_W26,IMPREASONGUN,Crime/security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.011011950683812098,0.0137135363490145,0.0007008436868287315,0.0012875482863923123,0.00041591702243583614,0.000804730125462698,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,None,,,Rifiuto coerente,,,,,,
GUNIDENTITY_W26,GUNIDENTITY,Crime/security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0075179293620143825,0.0025694949523444267,0.0005010926359187897,0.0008901848867527502,0.0009981179789763592,0.0008930541492158964,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Conservative,0.9437153582024869,0.16885392539253943,Rifiuto coerente,0.7369725565712465,0.12190309940084904,0.18339806953668358,0.6614761476147616,0.29494750717307766,0.04448991697199273
GUNFRIEND_W26,GUNFRIEND,Crime/security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.007660306015328598,0.016413421692901276,0.0010587740617601727,0.0017510080086628717,0.0010108832945386736,0.0013778099005339738,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Conservative,0.8745639402726394,0.3763081791820818,Rifiuto coerente,0.4995213600074385,0.38764518132326026,0.3984652958028348,0.44973507968352094,0.40112051202012045,0.3821721431460458
GUNSOCIETY_W26,GUNSOCIETY,Crime/security,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.002597084658333481,0.006829845455264639,6.05844492829904e-05,1.8243937380153243e-06,0.00036825940109263573,3.0812380334614134e-05,0.0,1.0,0.0,IT_System,IT_System,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Republican,0.8743000000000001,0.12569999999999998,Rifiuto coerente,0.14182238193018482,0.0935138248847926,0.12689446366782003,0.1303834720570749,0.1660298057602143,0.09460526315789475
GUNCOMMUNITY_W26,GUNCOMMUNITY,Crime/security,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.0010961214032900318,0.0030880475765313747,0.00015255863513229193,7.647008078777505e-06,0.0007541029630958631,4.734803188637072e-05,0.0,1.0,0.0,IT_System,IT_System,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Democrat,0.8964,0.10360000000000003,Rifiuto coerente,0.0179296703296703,0.2359064635272391,0.12606420503909643,0.02071947743467928,0.09308791946308725,0.1960370882040382
SHOOTFREQ_W26,SHOOTFREQ,Crime/security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0053555597770838445,0.0035526480981284535,0.0010641771243226161,0.0007763173644494726,0.0018625821049769971,0.0013277009134297863,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Republican,0.7069275760909424,0.8792172717271729,Rifiuto coerente,1.2428184079601992,0.6643503688092729,0.766248427672956,1.1537843450479235,0.8524412780656304,0.7290281602002504
GUNSAFE_W26,GUNSAFE,Crime/security,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.004948701782463607,0.006124958956932821,6.20053188475335e-05,3.593246790146266e-05,0.0010147826022520825,2.072276540718461e-05,0.0,0.0,0.0,IT_System,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Democrat,0.66725,0.33275,Rifiuto coerente,0.19404285714285716,0.4126861635220126,0.3435783831282952,0.22807647058823532,0.3152661119515885,0.3998343629343629
GUNSAFE2_W26,GUNSAFE,Crime/security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0030740540802648274,0.0016143371416107962,9.886273800240801e-05,4.547181553567463e-06,0.0010404960792249054,4.929906746999079e-06,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Liberal,0.8817499999999999,0.11825000000000005,Rifiuto coerente,0.11147105263157897,0.21771074766355142,0.130036301369863,0.11078504273504278,0.14716164465786313,0.1804833333333333
GUNCOURSES_W26,GUNCOURSES,Crime/security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.014178341885331928,0.007592132991098031,0.001156755369740605,0.0004866385039739678,0.004938848115272121,9.333241618826028e-05,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Independent,0.9368,0.06320000000000003,Rifiuto coerente,0.20724496644295304,0.039236355226641983,0.003861702127659572,0.16843364377182773,0.05838180610889776,0.04194769874476989
GUNACCESS_W26,GUNACCESS,Crime/security,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.004260716625795359,0.004355225619142944,5.839387748258101e-05,0.00028699029859855814,0.001332206863110026,0.00012133910096485694,0.0,0.0,0.0,IT_System,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Conservative,0.9008032663400327,0.2975902009799018,Rifiuto coerente,0.5883228471046025,0.253269704085492,0.29482278016542235,0.703505205035052,0.33568593348134057,0.18235744663747017
GUNLOCKED1_W26,GUNLOCKED,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0017540734495772713,0.006567450379471871,0.000254407927512456,0.00041077973699474817,0.00017138779071828263,0.0014974529806710613,1.0,0.0,1.0,Legal,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Conservative,0.9615860313968603,0.07682793720627945,Rifiuto coerente,0.1453566265060242,0.06279298245614029,0.06634492753623189,0.14766919431279635,0.10312442882249573,0.03226666666666672
GUNLOADED1_W26,GUNLOADED,Crime/security,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.001635427276520376,0.003919197576512767,0.0002834924982901549,0.0007683278628848804,0.0002442269864319699,0.0014378644262122518,0.0,0.0,1.0,Legal,IT_System,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Republican,0.7192000000000001,0.5616,Rifiuto coerente,0.6640015015015015,0.4952464788732394,0.5854166666666667,0.7092289719626168,0.6002224199288255,0.4965757238307349
GUNLOCKED2_W26,GUNLOCKED,Crime/security,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.008479338680150992,0.004328278299795909,0.0002594250515810222,7.294726786462206e-06,0.002885632355081786,6.820895297883618e-05,0.0,0.0,0.0,IT_System,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Independent,0.9792000000000001,0.020799999999999985,Rifiuto coerente,0.08908536585365856,0.09266129032258064,0.008475609756097569,0.06159090909090903,0.12392857142857139,0.09829365079365082
GUNLOADED2_W26,GUNLOADED,Crime/security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.001602933602846754,6.7909971140207e-07,0.00015440172648902188,7.621784441893684e-06,0.002603676074601074,0.00012054241955180557,0.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Stable,Republican,0.8055,0.1945,Rifiuto coerente,0.1822037037037037,0.15591935483870967,0.19454938271604938,0.22395454545454546,0.18636516853932583,0.19278571428571428
GUNCONTRIBA_W26,GUNCONTRIB,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0018725894111781046,0.000600261904879914,6.111794345010521e-05,0.00033533035485450884,0.0004528664928947542,0.0001578923892870058,1.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Independent,0.9771666666666666,0.0685,Rifiuto coerente,0.6423690492245449,0.4698219467401286,0.09211768707482981,0.5786472578763129,0.11152735723771584,0.4327415015641293
GUNCONTRIBB_W26,GUNCONTRIB,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.00556833937329166,0.005132761276705627,1.3103179823056605e-05,0.00035575631244686324,0.000331959245126045,5.841578726810913e-05,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Conservative,0.7587999999999999,0.7236000000000001,Rifiuto coerente,0.8791328859060403,0.6466702108157654,0.6844299829642253,0.8548213704994195,0.7517579854208087,0.6016999999999999
GUNCONTRIBC_W26,GUNCONTRIB,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.006620108610164104,0.0059697703753798705,1.5684155192397308e-05,0.00035977127439169865,0.0006371169713640208,1.1779592642780184e-05,1.0,0.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Republican,0.9291595826249291,0.21252125212521245,Rifiuto coerente,0.23853743399031263,0.16961964053548223,0.22468424316834426,0.19608432753387695,0.23541932997647597,0.18692233249020823
GUNCONTRIBD_W26,GUNCONTRIB,Crime/security,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.007349530846714178,0.00649474185270814,0.00018587516968748068,0.0009354168819184434,0.00022970253997461928,0.00031382358061384473,0.0,0.0,0.0,Economic,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Conservative,0.9040682834950161,0.28779514951495166,Rifiuto coerente,0.33969816734759894,0.2309682581161342,0.3309823290021311,0.3794230774428794,0.350409667832455,0.22188141560937202
GUNCONTRIBE_W26,GUNCONTRIB,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0009222692289839914,0.01337593795570008,0.0001402715564475228,0.0007570118122273675,0.0003333330103280914,0.00019743094657665605,0.0,0.0,0.0,Economic,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Independent,0.9408666666666666,0.1774,Rifiuto coerente,0.18891061007957544,0.2679321361058601,0.12658994889267453,0.15987810218978094,0.19381828793774314,0.22170572597137023
GUNCONTRIBF_W26,GUNCONTRIB,Crime/security,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.0010134201909052555,0.01387433817062843,0.0003328400857995945,0.0012250151933023807,0.00011129537252000102,0.0004957896211659321,0.0,0.0,0.0,Economic,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Republican,0.8571000000000001,0.4286999999999998,Rifiuto coerente,0.48545231788079457,0.3885457466918712,0.40236779661016936,0.4963145278450362,0.4192597924773019,0.408867689161554
GROWUPVIOL_W26,GROWUPVIOL,Crime/security,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.008364534264811395,0.01805432430283324,0.00017216530468165136,0.0005885464306476131,0.00021788439017896507,0.00013217090454481373,0.0,0.0,0.0,Economic,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Democrat,0.5884897743558977,1.2345306769323068,Rifiuto coerente,1.151256197415853,1.4094841204584776,1.2072732301237963,1.1804399792578881,1.1978664385217108,1.3331054159719726
GROWUPGUN1_W26,GROWUPGUN,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0020086193541818654,0.015486527956469405,0.0008554062212627924,0.00011742571477861825,0.005353979208617944,8.979199805924515e-05,1.0,0.0,1.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Moderate,0.877987798779878,0.12201220122012199,Rifiuto coerente,0.12263625691428198,0.21169865605345065,0.12302608984302679,0.12657598705155726,0.11873016327477673,0.16842201461525466
GROWUPGUN2A_W26,GROWUPGUN,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.005708151692948613,1.0118186017615742e-05,0.0003846345997603629,0.0,0.0019577421725216464,0.0002227057639117031,1.0,1.0,0.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Republican,0.9291,0.07089999999999996,Rifiuto coerente,0.139755905511811,0.04288235294117648,0.047799999999999954,0.10930971128608918,0.05864948453608243,0.07803942652329743
GROWUPGUN2B_W26,GROWUPGUN,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.017873249648243095,0.010891772501430384,1.7139429007804328e-05,0.0004040628930814857,0.0006937257894430813,4.3835134200782746e-05,1.0,1.0,1.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Democrat,0.9395,0.0605,Rifiuto coerente,0.0034787401574802868,0.11476983894582726,0.06162407704654904,0.008728083989501312,0.07369677419354848,0.12330840787119857
GROWUPGUN2C_W26,GROWUPGUN,Crime/security,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B,0.0,1.0,0.3333333333333333,0.0002700325443445364,0.00047612905250532354,0.0007502767304139456,7.74811966683625e-06,0.003054664380288237,0.0006015674011774394,0.0,1.0,0.0,IT_System,Economic,IT_System,Robust,Robust,Robust,Robust,Robust,Stable,Improved,Republican,0.9064000000000001,0.09359999999999996,Risposta affidabile,0.18864150943396218,0.05348159057437407,0.060382022471910046,0.1419162303664921,0.09898835705045272,0.0704722719141323
GROWUPGUN4_W26,GROWUPGUN,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.013966211520584457,0.01604748816447996,0.0003716232333533228,0.00034438810209473034,0.0007215343545615136,0.00035599442417918586,1.0,1.0,1.0,IT_System,Economic,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Republican,0.8745309469053095,0.37640715928407154,Rifiuto coerente,0.39329820044629915,0.3464233536160553,0.3871749317959199,0.390802702459559,0.3781822717278497,0.3725958819538069
GROWUPGUN6_W26,GROWUPGUN,Crime/security,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.00736632734816076,0.008117296126270341,0.0022005441346765763,0.002080982332177588,0.0026167433389742874,0.0023053239440249825,0.0,0.0,0.0,IT_System,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Republican,0.7125045837917124,0.8624862486248627,Rifiuto coerente,1.095970926397776,0.7465570463129558,0.7715818093437252,1.0323322187291195,0.8625773804534501,0.7647703933891489
GROWUPGUN7_W26,GROWUPGUN,Crime/security,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0,0.0,0.002593785109091246,0.007960476830877673,0.0009881153449358485,0.0010219567038601439,0.001405540043183672,0.0015610995545384742,0.0,0.0,0.0,Legal,IT_System,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Stable,Conservative,0.8183,0.5450999999999999,Rifiuto coerente,0.8191993288590604,0.3895341597796143,0.4023579216354344,0.7412767441860465,0.5325438701126574,0.35409166666666664
GUNRESPNOKIDSA_W26,GUNRESPNOKIDS,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0090352286530234,0.011479018246885514,0.0007590057503936285,0.0010718697554853193,0.0005771904005702727,0.0012236631345687744,0.0,1.0,0.0,Legal,Economic,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Republican,0.787527049371604,0.6374188518851881,Rifiuto coerente,0.8222637078522667,0.4632046687613105,0.6322048587111269,0.7930132339076603,0.6783147702525352,0.5032940124847599
GUNRESPNOKIDSB_W26,GUNRESPNOKIDS,Crime/security,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.01471701824972781,0.023744106611158868,0.0019227949839218956,0.0025035309956121412,0.0010945333350055818,0.002601174375554669,0.0,1.0,0.0,Legal,Economic,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Improved,Republican,0.8657929326265961,0.4026212021202119,Rifiuto coerente,0.6301604395604394,0.19544057971014472,0.41244300341296913,0.6149792325056431,0.44945558583106243,0.25751397849462365
