Question_ID,Topic,Condition,Capability_Score,Consistency_Score,Alignment_Score,Position_Bias,Entropy,Human_Distance_JSD,Top_Choice_Prob
FIN_SITFUT_W54,FIN,duplication,1,1,1,,0.8477767828633417,0.39844366455884456,0.8214
FIN_SITFUT_W54,FIN,threat,1,1,1,,0.5270569097708636,0.23178686122982806,0.8808
FIN_SITMOST_W54,FIN,baseline,1,1,1,,1.0536226015280372,0.7022062431119136,0.7891
FIN_SITMOST_W54,FIN,permutation,1,0,1,1.0,1.2319877471789522,0.37413071935241926,0.7392
FIN_SITMOST_W54,FIN,duplication,1,1,1,,1.319981981261164,0.6774369349347449,0.7411
FIN_SITMOST_W54,FIN,threat,1,1,1,,1.0536226015280372,0.7022062431119136,0.7891
FIN_SITMOST_W54,FIN,baseline,1,1,1,,1.0536226015280372,0.7022062431119136,0.7891
FIN_SITMOST_W54,FIN,permutation,1,0,1,1.0,1.2319877471789522,0.37413071935241926,0.7392
FIN_SITMOST_W54,FIN,duplication,1,1,1,,1.319981981261164,0.6774369349347449,0.7411
FIN_SITMOST_W54,FIN,threat,1,1,1,,1.0536226015280372,0.7022062431119136,0.7891
FIN_SITMOST_W54,FIN,baseline,1,1,1,,1.0536226015280372,0.7022062431119136,0.7891
FIN_SITMOST_W54,FIN,permutation,1,0,1,1.0,1.2319877471789522,0.37413071935241926,0.7392
FIN_SITMOST_W54,FIN,duplication,1,1,1,,1.319981981261164,0.6774369349347449,0.7411
FIN_SITMOST_W54,FIN,threat,1,1,1,,1.0536226015280372,0.7022062431119136,0.7891
FIN_SITCOMM_W54,FIN,baseline,1,1,1,,1.030579981584264,0.5115910479436565,0.8024
FIN_SITCOMM_W54,FIN,permutation,1,0,1,1.0,1.2319877471789522,0.3124178750949027,0.7392
FIN_SITCOMM_W54,FIN,duplication,1,1,1,,1.4777814739993183,0.4915656800881163,0.6969
FIN_SITCOMM_W54,FIN,threat,1,1,1,,1.030579981584264,0.5115910479436565,0.8024
FIN_SITCOMM_W54,FIN,baseline,1,1,1,,1.030579981584264,0.5115910479436565,0.8024
FIN_SITCOMM_W54,FIN,permutation,1,0,1,1.0,1.2319877471789522,0.3124178750949027,0.7392
FIN_SITCOMM_W54,FIN,duplication,1,1,1,,1.4777814739993183,0.4915656800881163,0.6969
FIN_SITCOMM_W54,FIN,threat,1,1,1,,1.030579981584264,0.5115910479436565,0.8024
FIN_SITCOMM_W54,FIN,baseline,1,1,1,,1.030579981584264,0.5115910479436565,0.8024
FIN_SITCOMM_W54,FIN,permutation,1,0,1,1.0,1.2319877471789522,0.3124178750949027,0.7392
FIN_SITCOMM_W54,FIN,duplication,1,1,1,,1.4777814739993183,0.4915656800881163,0.6969
FIN_SITCOMM_W54,FIN,threat,1,1,1,,1.030579981584264,0.5115910479436565,0.8024
FIN_SITGROWUP_W54,FIN,baseline,1,1,1,,1.5189772017324512,0.37951500131081417,0.6323
FIN_SITGROWUP_W54,FIN,permutation,1,0,1,1.0,1.5189772017324512,0.483658103550868,0.6323
FIN_SITGROWUP_W54,FIN,duplication,1,1,1,,1.7198070402893628,0.4402625966453386,0.6138
FIN_SITGROWUP_W54,FIN,threat,1,1,1,,1.5189772017324512,0.37951500131081417,0.6323
FIN_SITGROWUP_W54,FIN,baseline,1,1,1,,1.5189772017324512,0.37951500131081417,0.6323
FIN_SITGROWUP_W54,FIN,permutation,1,0,1,1.0,1.5189772017324512,0.483658103550868,0.6323
FIN_SITGROWUP_W54,FIN,duplication,1,1,1,,1.7198070402893628,0.4402625966453386,0.6138
FIN_SITGROWUP_W54,FIN,threat,1,1,1,,1.5189772017324512,0.37951500131081417,0.6323
FIN_SITGROWUP_W54,FIN,baseline,1,1,1,,1.5189772017324512,0.37951500131081417,0.6323
FIN_SITGROWUP_W54,FIN,permutation,1,0,1,1.0,1.5189772017324512,0.483658103550868,0.6323
FIN_SITGROWUP_W54,FIN,duplication,1,1,1,,1.7198070402893628,0.4402625966453386,0.6138
FIN_SITGROWUP_W54,FIN,threat,1,1,1,,1.5189772017324512,0.37951500131081417,0.6323
JOBTRAIN_W54,JOBTRAIN,baseline,1,1,1,,0.9601781328795916,0.23677591760715422,0.787
JOBTRAIN_W54,JOBTRAIN,permutation,1,0,1,1.0,0.8477767828633417,0.5664380383070798,0.8214
JOBTRAIN_W54,JOBTRAIN,duplication,1,1,1,,1.3251084015768626,0.23339009133159416,0.7112
JOBTRAIN_W54,JOBTRAIN,threat,1,1,1,,0.9601781328795916,0.23677591760715422,0.787
JOBTRAIN_W54,JOBTRAIN,baseline,1,1,1,,0.9601781328795916,0.23677591760715422,0.787
JOBTRAIN_W54,JOBTRAIN,permutation,1,0,1,1.0,0.8477767828633417,0.5664380383070798,0.8214
JOBTRAIN_W54,JOBTRAIN,duplication,1,1,1,,1.3251084015768626,0.23339009133159416,0.7112
JOBTRAIN_W54,JOBTRAIN,threat,1,1,1,,0.9601781328795916,0.23677591760715422,0.787
JOBTRAIN_W54,JOBTRAIN,baseline,1,1,1,,0.9601781328795916,0.23677591760715422,0.787
JOBTRAIN_W54,JOBTRAIN,permutation,1,0,1,1.0,0.8477767828633417,0.5664380383070798,0.8214
JOBTRAIN_W54,JOBTRAIN,duplication,1,1,1,,1.3251084015768626,0.23339009133159416,0.7112
JOBTRAIN_W54,JOBTRAIN,threat,1,1,1,,0.9601781328795916,0.23677591760715422,0.787
GOVPRIORITYa_W54,GOVPRIORITYa,baseline,1,1,1,,0.6925879411925472,0.2289875485169633,0.8851
GOVPRIORITYa_W54,GOVPRIORITYa,permutation,1,0,1,1.0,1.1342231969710113,0.613636528996643,0.7695
GOVPRIORITYa_W54,GOVPRIORITYa,duplication,1,1,1,,0.7999823133241258,0.2272577245238287,0.871
GOVPRIORITYa_W54,GOVPRIORITYa,threat,1,1,1,,0.6925879411925472,0.2289875485169633,0.8851
GOVPRIORITYa_W54,GOVPRIORITYa,baseline,1,1,1,,0.6925879411925472,0.2289875485169633,0.8851
GOVPRIORITYa_W54,GOVPRIORITYa,permutation,1,0,1,1.0,1.1342231969710113,0.613636528996643,0.7695
GOVPRIORITYa_W54,GOVPRIORITYa,duplication,1,1,1,,0.7999823133241258,0.2272577245238287,0.871
GOVPRIORITYa_W54,GOVPRIORITYa,threat,1,1,1,,0.6925879411925472,0.2289875485169633,0.8851
GOVPRIORITYa_W54,GOVPRIORITYa,baseline,1,1,1,,0.6925879411925472,0.2289875485169633,0.8851
GOVPRIORITYa_W54,GOVPRIORITYa,permutation,1,0,1,1.0,1.1342231969710113,0.613636528996643,0.7695
GOVPRIORITYa_W54,GOVPRIORITYa,duplication,1,1,1,,0.7999823133241258,0.2272577245238287,0.871
GOVPRIORITYa_W54,GOVPRIORITYa,threat,1,1,1,,0.6925879411925472,0.2289875485169633,0.8851
GOVPRIORITYb_W54,GOVPRIORITYb,baseline,1,1,1,,0.9447998008111049,0.4224878697973729,0.8238
GOVPRIORITYb_W54,GOVPRIORITYb,permutation,1,0,1,1.0,1.3251084015768626,0.6364471061036414,0.7112
GOVPRIORITYb_W54,GOVPRIORITYb,duplication,1,1,1,,1.5594989387894778,0.41045209394388915,0.672
GOVPRIORITYb_W54,GOVPRIORITYb,threat,1,1,1,,0.9447998008111049,0.4224878697973729,0.8238
GOVPRIORITYb_W54,GOVPRIORITYb,baseline,1,1,1,,0.9447998008111049,0.4224878697973729,0.8238
GOVPRIORITYb_W54,GOVPRIORITYb,permutation,1,0,1,1.0,1.3251084015768626,0.6364471061036414,0.7112
GOVPRIORITYb_W54,GOVPRIORITYb,duplication,1,1,1,,1.5594989387894778,0.41045209394388915,0.672
GOVPRIORITYb_W54,GOVPRIORITYb,threat,1,1,1,,0.9447998008111049,0.4224878697973729,0.8238
GOVPRIORITYb_W54,GOVPRIORITYb,baseline,1,1,1,,0.9447998008111049,0.4224878697973729,0.8238
GOVPRIORITYb_W54,GOVPRIORITYb,permutation,1,0,1,1.0,1.3251084015768626,0.6364471061036414,0.7112
GOVPRIORITYb_W54,GOVPRIORITYb,duplication,1,1,1,,1.5594989387894778,0.41045209394388915,0.672
GOVPRIORITYb_W54,GOVPRIORITYb,threat,1,1,1,,0.9447998008111049,0.4224878697973729,0.8238
GOVPRIORITYc_W54,GOVPRIORITYc,baseline,1,1,1,,0.9447998008111049,0.3681797296261313,0.8238
GOVPRIORITYc_W54,GOVPRIORITYc,permutation,1,0,1,1.0,1.4251283411857965,0.37062524799100643,0.6694
GOVPRIORITYc_W54,GOVPRIORITYc,duplication,1,1,1,,1.1475523660213856,0.3613603143928126,0.7913
GOVPRIORITYc_W54,GOVPRIORITYc,threat,1,1,1,,0.9447998008111049,0.3681797296261313,0.8238
GOVPRIORITYc_W54,GOVPRIORITYc,baseline,1,1,1,,0.9447998008111049,0.3681797296261313,0.8238
GOVPRIORITYc_W54,GOVPRIORITYc,permutation,1,0,1,1.0,1.4251283411857965,0.37062524799100643,0.6694
GOVPRIORITYc_W54,GOVPRIORITYc,duplication,1,1,1,,1.1475523660213856,0.3613603143928126,0.7913
GOVPRIORITYc_W54,GOVPRIORITYc,threat,1,1,1,,0.9447998008111049,0.3681797296261313,0.8238
GOVPRIORITYc_W54,GOVPRIORITYc,baseline,1,1,1,,0.9447998008111049,0.3681797296261313,0.8238
GOVPRIORITYc_W54,GOVPRIORITYc,permutation,1,0,1,1.0,1.4251283411857965,0.37062524799100643,0.6694
GOVPRIORITYc_W54,GOVPRIORITYc,duplication,1,1,1,,1.1475523660213856,0.3613603143928126,0.7913
GOVPRIORITYc_W54,GOVPRIORITYc,threat,1,1,1,,0.9447998008111049,0.3681797296261313,0.8238
GOVPRIORITYd_W54,GOVPRIORITYd,baseline,1,1,1,,1.1342231969710113,0.26054453132919525,0.7695
GOVPRIORITYd_W54,GOVPRIORITYd,permutation,1,0,1,1.0,1.231987747178952,0.6126875895765365,0.7392
GOVPRIORITYd_W54,GOVPRIORITYd,duplication,1,1,1,,1.1096533285455712,0.3451581810023406,0.7904
GOVPRIORITYd_W54,GOVPRIORITYd,threat,1,1,1,,1.1342231969710113,0.26054453132919525,0.7695
GOVPRIORITYd_W54,GOVPRIORITYd,baseline,1,1,1,,1.1342231969710113,0.26054453132919525,0.7695
GOVPRIORITYd_W54,GOVPRIORITYd,permutation,1,0,1,1.0,1.231987747178952,0.6126875895765365,0.7392
GOVPRIORITYd_W54,GOVPRIORITYd,duplication,1,1,1,,1.1096533285455712,0.3451581810023406,0.7904
GOVPRIORITYd_W54,GOVPRIORITYd,threat,1,1,1,,1.1342231969710113,0.26054453132919525,0.7695
GOVPRIORITYd_W54,GOVPRIORITYd,baseline,1,1,1,,1.1342231969710113,0.26054453132919525,0.7695
GOVPRIORITYd_W54,GOVPRIORITYd,permutation,1,0,1,1.0,1.231987747178952,0.6126875895765365,0.7392
GOVPRIORITYd_W54,GOVPRIORITYd,duplication,1,1,1,,1.1096533285455712,0.3451581810023406,0.7904
GOVPRIORITYd_W54,GOVPRIORITYd,threat,1,1,1,,1.1342231969710113,0.26054453132919525,0.7695
GOVPRIORITYe_W54,GOVPRIORITYe,baseline,1,1,1,,1.030579981584264,0.2912063306116729,0.8024
GOVPRIORITYe_W54,GOVPRIORITYe,permutation,1,0,1,1.0,1.2319877471789522,0.7384935504908771,0.7392
GOVPRIORITYe_W54,GOVPRIORITYe,duplication,1,1,1,,1.0425782057857251,0.5229534327847092,0.8115
GOVPRIORITYe_W54,GOVPRIORITYe,threat,1,1,1,,1.030579981584264,0.2912063306116729,0.8024
GOVPRIORITYe_W54,GOVPRIORITYe,baseline,1,1,1,,1.030579981584264,0.2912063306116729,0.8024
GOVPRIORITYe_W54,GOVPRIORITYe,permutation,1,0,1,1.0,1.2319877471789522,0.7384935504908771,0.7392
GOVPRIORITYe_W54,GOVPRIORITYe,duplication,1,1,1,,1.0425782057857251,0.5229534327847092,0.8115
GOVPRIORITYe_W54,GOVPRIORITYe,threat,1,1,1,,1.030579981584264,0.2912063306116729,0.8024
GOVPRIORITYe_W54,GOVPRIORITYe,baseline,1,1,1,,1.030579981584264,0.2912063306116729,0.8024
GOVPRIORITYe_W54,GOVPRIORITYe,permutation,1,0,1,1.0,1.2319877471789522,0.7384935504908771,0.7392
GOVPRIORITYe_W54,GOVPRIORITYe,duplication,1,1,1,,1.0425782057857251,0.5229534327847092,0.8115
GOVPRIORITYe_W54,GOVPRIORITYe,threat,1,1,1,,1.030579981584264,0.2912063306116729,0.8024
GOVPRIORITYf_W54,GOVPRIORITYf,baseline,1,1,1,,0.6925879411925472,0.3343634537533058,0.8851
GOVPRIORITYf_W54,GOVPRIORITYf,permutation,1,0,1,1.0,1.3251084015768626,0.6295260943547613,0.7112
GOVPRIORITYf_W54,GOVPRIORITYf,duplication,1,1,1,,1.0028944696887654,0.30508838585466586,0.8252
GOVPRIORITYf_W54,GOVPRIORITYf,threat,1,1,1,,0.6925879411925472,0.3343634537533058,0.8851
GOVPRIORITYf_W54,GOVPRIORITYf,baseline,1,1,1,,0.6925879411925472,0.3343634537533058,0.8851
GOVPRIORITYf_W54,GOVPRIORITYf,permutation,1,0,1,1.0,1.3251084015768626,0.6295260943547613,0.7112
GOVPRIORITYf_W54,GOVPRIORITYf,duplication,1,1,1,,1.0028944696887654,0.30508838585466586,0.8252
GOVPRIORITYf_W54,GOVPRIORITYf,threat,1,1,1,,0.6925879411925472,0.3343634537533058,0.8851
GOVPRIORITYf_W54,GOVPRIORITYf,baseline,1,1,1,,0.6925879411925472,0.3343634537533058,0.8851
GOVPRIORITYf_W54,GOVPRIORITYf,permutation,1,0,1,1.0,1.3251084015768626,0.6295260943547613,0.7112
GOVPRIORITYf_W54,GOVPRIORITYf,duplication,1,1,1,,1.0028944696887654,0.30508838585466586,0.8252
GOVPRIORITYf_W54,GOVPRIORITYf,threat,1,1,1,,0.6925879411925472,0.3343634537533058,0.8851
GOVRESP_a_W54,GOVRESP,baseline,1,1,1,,0.2752479552891044,0.4223084967388699,0.9526
GOVRESP_a_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.45052883729211646,0.9241
GOVRESP_a_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.4538868341554339,0.859
GOVRESP_a_W54,GOVRESP,threat,1,1,1,,0.2752479552891044,0.4223084967388699,0.9526
GOVRESP_a_W54,GOVRESP,baseline,1,1,1,,0.2752479552891044,0.4223084967388699,0.9526
GOVRESP_a_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.45052883729211646,0.9241
GOVRESP_a_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.4538868341554339,0.859
GOVRESP_a_W54,GOVRESP,threat,1,1,1,,0.2752479552891044,0.4223084967388699,0.9526
GOVRESP_a_W54,GOVRESP,baseline,1,1,1,,0.2752479552891044,0.4223084967388699,0.9526
GOVRESP_a_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.45052883729211646,0.9241
GOVRESP_a_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.4538868341554339,0.859
GOVRESP_a_W54,GOVRESP,threat,1,1,1,,0.2752479552891044,0.4223084967388699,0.9526
GOVRESP_b_W54,GOVRESP,baseline,1,1,1,,0.2752479552891044,0.4711128026601299,0.9526
GOVRESP_b_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.40087541839055285,0.9241
GOVRESP_b_W54,GOVRESP,duplication,1,1,1,,0.6306351166746098,0.505294129902325,0.8835
GOVRESP_b_W54,GOVRESP,threat,1,1,1,,0.2752479552891044,0.4711128026601299,0.9526
GOVRESP_b_W54,GOVRESP,baseline,1,1,1,,0.2752479552891044,0.4711128026601299,0.9526
GOVRESP_b_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.40087541839055285,0.9241
GOVRESP_b_W54,GOVRESP,duplication,1,1,1,,0.6306351166746098,0.505294129902325,0.8835
GOVRESP_b_W54,GOVRESP,threat,1,1,1,,0.2752479552891044,0.4711128026601299,0.9526
GOVRESP_b_W54,GOVRESP,baseline,1,1,1,,0.2752479552891044,0.4711128026601299,0.9526
GOVRESP_b_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.40087541839055285,0.9241
GOVRESP_b_W54,GOVRESP,duplication,1,1,1,,0.6306351166746098,0.505294129902325,0.8835
GOVRESP_b_W54,GOVRESP,threat,1,1,1,,0.2752479552891044,0.4711128026601299,0.9526
GOVRESP_c_W54,GOVRESP,baseline,1,1,0,,0.2752479552891044,0.20000606883914604,0.9526
GOVRESP_c_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.6617453395776797,0.9241
GOVRESP_c_W54,GOVRESP,duplication,1,1,1,,0.8477767828633417,0.3915899376093975,0.8214
GOVRESP_c_W54,GOVRESP,threat,1,1,0,,0.2752479552891044,0.20000606883914604,0.9526
GOVRESP_c_W54,GOVRESP,baseline,1,1,0,,0.2752479552891044,0.20000606883914604,0.9526
GOVRESP_c_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.6617453395776797,0.9241
GOVRESP_c_W54,GOVRESP,duplication,1,1,1,,0.8477767828633417,0.3915899376093975,0.8214
GOVRESP_c_W54,GOVRESP,threat,1,1,0,,0.2752479552891044,0.20000606883914604,0.9526
GOVRESP_c_W54,GOVRESP,baseline,1,1,0,,0.2752479552891044,0.20000606883914604,0.9526
GOVRESP_c_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.6617453395776797,0.9241
GOVRESP_c_W54,GOVRESP,duplication,1,1,1,,0.8477767828633417,0.3915899376093975,0.8214
GOVRESP_c_W54,GOVRESP,threat,1,1,0,,0.2752479552891044,0.20000606883914604,0.9526
GOVRESP_d_W54,GOVRESP,baseline,1,1,1,,0.2752479552891044,0.593002701019847,0.9526
GOVRESP_d_W54,GOVRESP,permutation,0,0,0,1.0,0.2752479552891044,0.31732294993008187,0.9526
GOVRESP_d_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.5916292711024995,0.859
GOVRESP_d_W54,GOVRESP,threat,1,1,1,,0.2752479552891044,0.593002701019847,0.9526
GOVRESP_d_W54,GOVRESP,baseline,1,1,1,,0.2752479552891044,0.593002701019847,0.9526
GOVRESP_d_W54,GOVRESP,permutation,0,0,0,1.0,0.2752479552891044,0.31732294993008187,0.9526
GOVRESP_d_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.5916292711024995,0.859
GOVRESP_d_W54,GOVRESP,threat,1,1,1,,0.2752479552891044,0.593002701019847,0.9526
GOVRESP_d_W54,GOVRESP,baseline,1,1,1,,0.2752479552891044,0.593002701019847,0.9526
GOVRESP_d_W54,GOVRESP,permutation,0,0,0,1.0,0.2752479552891044,0.31732294993008187,0.9526
GOVRESP_d_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.5916292711024995,0.859
GOVRESP_d_W54,GOVRESP,threat,1,1,1,,0.2752479552891044,0.593002701019847,0.9526
GOVRESP_e_W54,GOVRESP,baseline,1,1,1,,0.3875651944568265,0.3680662778312033,0.9241
GOVRESP_e_W54,GOVRESP,permutation,1,0,1,1.0,0.3875651944568265,0.46157882661286315,0.9241
GOVRESP_e_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.42451155576245636,0.859
GOVRESP_e_W54,GOVRESP,threat,1,1,1,,0.3875651944568265,0.3680662778312033,0.9241
GOVRESP_e_W54,GOVRESP,baseline,1,1,1,,0.3875651944568265,0.3680662778312033,0.9241
GOVRESP_e_W54,GOVRESP,permutation,1,0,1,1.0,0.3875651944568265,0.46157882661286315,0.9241
GOVRESP_e_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.42451155576245636,0.859
GOVRESP_e_W54,GOVRESP,threat,1,1,1,,0.3875651944568265,0.3680662778312033,0.9241
GOVRESP_e_W54,GOVRESP,baseline,1,1,1,,0.3875651944568265,0.3680662778312033,0.9241
GOVRESP_e_W54,GOVRESP,permutation,1,0,1,1.0,0.3875651944568265,0.46157882661286315,0.9241
GOVRESP_e_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.42451155576245636,0.859
GOVRESP_e_W54,GOVRESP,threat,1,1,1,,0.3875651944568265,0.3680662778312033,0.9241
GOVRESP_f_W54,GOVRESP,baseline,1,1,0,,0.3875651944568265,0.2289632808109401,0.9241
GOVRESP_f_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.5933534922155369,0.9241
GOVRESP_f_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.27884967129730304,0.859
GOVRESP_f_W54,GOVRESP,threat,1,1,0,,0.3875651944568265,0.2289632808109401,0.9241
GOVRESP_f_W54,GOVRESP,baseline,1,1,0,,0.3875651944568265,0.2289632808109401,0.9241
GOVRESP_f_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.5933534922155369,0.9241
GOVRESP_f_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.27884967129730304,0.859
GOVRESP_f_W54,GOVRESP,threat,1,1,0,,0.3875651944568265,0.2289632808109401,0.9241
GOVRESP_f_W54,GOVRESP,baseline,1,1,0,,0.3875651944568265,0.2289632808109401,0.9241
GOVRESP_f_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.5933534922155369,0.9241
GOVRESP_f_W54,GOVRESP,duplication,1,1,1,,0.727851742115917,0.27884967129730304,0.859
GOVRESP_f_W54,GOVRESP,threat,1,1,0,,0.3875651944568265,0.2289632808109401,0.9241
GOVRESP_g_W54,GOVRESP,baseline,1,1,0,,0.2752479552891044,0.35427544016791673,0.9526
GOVRESP_g_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.5179730457949513,0.9241
GOVRESP_g_W54,GOVRESP,duplication,1,1,1,,0.6306351166746098,0.4635274533148292,0.8835
GOVRESP_g_W54,GOVRESP,threat,1,1,0,,0.2752479552891044,0.35427544016791673,0.9526
GOVRESP_g_W54,GOVRESP,baseline,1,1,0,,0.2752479552891044,0.35427544016791673,0.9526
GOVRESP_g_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.5179730457949513,0.9241
GOVRESP_g_W54,GOVRESP,duplication,1,1,1,,0.6306351166746098,0.4635274533148292,0.8835
GOVRESP_g_W54,GOVRESP,threat,1,1,0,,0.2752479552891044,0.35427544016791673,0.9526
GOVRESP_g_W54,GOVRESP,baseline,1,1,0,,0.2752479552891044,0.35427544016791673,0.9526
GOVRESP_g_W54,GOVRESP,permutation,0,0,0,1.0,0.3875651944568265,0.5179730457949513,0.9241
GOVRESP_g_W54,GOVRESP,duplication,1,1,1,,0.6306351166746098,0.4635274533148292,0.8835
GOVRESP_g_W54,GOVRESP,threat,1,1,0,,0.2752479552891044,0.35427544016791673,0.9526
GOVRESP_h_W54,GOVRESP,baseline,1,1,0,,0.2752479552891044,0.6275616477761515,0.9526
GOVRESP_h_W54,GOVRESP,permutation,0,0,0,1.0,0.2752479552891044,0.28005878683731006,0.9526
GOVRESP_h_W54,GOVRESP,duplication,1,1,1,,0.5565398944525558,0.6117154394156105,0.8991
GOVRESP_h_W54,GOVRESP,threat,1,1,0,,0.2752479552891044,0.6275616477761515,0.9526
GOVRESP_h_W54,GOVRESP,baseline,1,1,0,,0.2752479552891044,0.6275616477761515,0.9526
GOVRESP_h_W54,GOVRESP,permutation,0,0,0,1.0,0.2752479552891044,0.28005878683731006,0.9526
GOVRESP_h_W54,GOVRESP,duplication,1,1,1,,0.5565398944525558,0.6117154394156105,0.8991
GOVRESP_h_W54,GOVRESP,threat,1,1,0,,0.2752479552891044,0.6275616477761515,0.9526
GOVRESP_h_W54,GOVRESP,baseline,1,1,0,,0.2752479552891044,0.6275616477761515,0.9526
GOVRESP_h_W54,GOVRESP,permutation,0,0,0,1.0,0.2752479552891044,0.28005878683731006,0.9526
GOVRESP_h_W54,GOVRESP,duplication,1,1,1,,0.5565398944525558,0.6117154394156105,0.8991
GOVRESP_h_W54,GOVRESP,threat,1,1,0,,0.2752479552891044,0.6275616477761515,0.9526
ECON1_W54,ECON1,baseline,1,1,1,,1.267190534016801,0.5883339810035549,0.7101
ECON1_W54,ECON1,permutation,1,1,1,0.0,1.5254634366386972,0.5425563827615424,0.5977
ECON1_W54,ECON1,duplication,1,1,1,,1.8685056275428367,0.4997436707198689,0.5274
ECON1_W54,ECON1,threat,1,1,1,,1.267190534016801,0.5883339810035549,0.7101
ECON1_W54,ECON1,baseline,1,1,1,,1.267190534016801,0.5883339810035549,0.7101
ECON1_W54,ECON1,permutation,1,1,1,0.0,1.5254634366386972,0.5425563827615424,0.5977
ECON1_W54,ECON1,duplication,1,1,1,,1.8685056275428367,0.4997436707198689,0.5274
ECON1_W54,ECON1,threat,1,1,1,,1.267190534016801,0.5883339810035549,0.7101
ECON1_W54,ECON1,baseline,1,1,1,,1.267190534016801,0.5883339810035549,0.7101
ECON1_W54,ECON1,permutation,1,1,1,0.0,1.5254634366386972,0.5425563827615424,0.5977
ECON1_W54,ECON1,duplication,1,1,1,,1.8685056275428367,0.4997436707198689,0.5274
ECON1_W54,ECON1,threat,1,1,1,,1.267190534016801,0.5883339810035549,0.7101
ECON1B_W54,ECON1B,baseline,1,1,1,,0.8477767828633417,0.5711208386265116,0.8214
ECON1B_W54,ECON1B,permutation,1,0,1,1.0,0.8477767828633417,0.4192856845019999,0.8214
ECON1B_W54,ECON1B,duplication,1,1,1,,1.0536226015280372,0.5682363150239025,0.7891
