topic,winner_group,consistency_score,avg_alignment_score,avg_validity,n_questions
NEIGHKEYS,Liberal,1.0,0.8335,0.0,1
NEIGHKIDS,Liberal,1.0,0.5724,0.0,1
NEIGHSAME,Liberal,1.0,0.7689,0.0,3
IMMCOMM,Liberal,1.0,0.7436,0.0,1
IMMIMPACT,Liberal,1.0,0.6602,0.0,1
GROWUPUSR,Liberal,1.0,0.6128,1.0,1
COMTYPE,Liberal,1.0,0.6136,1.0,1
CITYSIZE,Liberal,1.0,0.7672,0.0,1
SUBURBNEAR,Liberal,1.0,0.8149,0.0,1
PROBURBAN,Liberal,1.0,0.7172,0.0,1
PROBSUBURB,Liberal,1.0,0.7431,0.0,1
PROBRURAL,Liberal,1.0,0.706,0.0,1
WANTMOVE,Liberal,1.0,0.5949,0.0,1
WILLMOVE,Liberal,1.0,0.7018,0.0,1
MOVEURBAN,Liberal,1.0,0.6367,0.0,1
MOVESUBURB,Liberal,1.0,0.6437,0.0,1
MOVERURAL,Liberal,1.0,0.641,0.0,1
ETHNCMAJ,Liberal,1.0,0.4762,0.0,1
IMMCULT,Liberal,1.0,0.5347,0.0,1
MARRFAM,Liberal,1.0,0.4642,0.0,2
WOMENOPPS,Liberal,1.0,0.5017,0.0,1
GOVT_ROLE,Liberal,1.0,0.5398,0.0,1
WHADVANT,Liberal,1.0,0.6456,0.0,2
GAYMARR,Liberal,1.0,0.7266,0.0,1
ABORTION,Liberal,1.0,0.681,0.0,1
ABORTIONRESTR,Liberal,1.0,0.6538,0.0,1
ABORTIONALLOW,Liberal,1.0,0.7562,0.0,1
CLASS,Liberal,1.0,0.6848,1.0,1
MISINF,Liberal,1.0,0.5343,0.0,2
CAREREL,Liberal,1.0,0.8955,0.0,1
INDUSTRY,Centrist,1.0,0.8523,0.0,1
PREDICT,Liberal,1.0,0.7125,0.75,4
CARS,Liberal,1.0,0.6822,0.5882,17
WORK,Liberal,1.0,0.7053,0.3846,13
ROBJOB,Liberal,1.0,0.6107,0.2174,23
CAREGIV,Liberal,1.0,0.6385,0.1667,12
HIRING,Liberal,1.0,0.6287,0.6364,11
VOICE,Liberal,1.0,0.5525,0.7143,7
DRONE,Liberal,1.0,0.5331,0.2857,7
PERSDISCR,Liberal,1.0,0.4233,1.0,1
NOWSMK_NHIS,Liberal,1.0,0.4865,0.0,1
BLOODPR,Liberal,1.0,0.4257,1.0,1
DIFF,Liberal,1.0,0.3996,0.0,5
MASC,Liberal,1.0,0.5445,0.25,4
FEM,Liberal,1.0,0.5633,0.25,4
GOODJOBS,Liberal,1.0,0.5,0.0,1
HELPHURT,Liberal,1.0,0.4153,0.0,7
TRANSGEND,Liberal,1.0,0.5618,0.3333,3
SEENMASC,Liberal,1.0,0.558,0.0,1
SEENFEM,Liberal,1.0,0.6736,0.0,1
MA,Liberal,1.0,0.5736,0.0,6
MESUM,Liberal,1.0,0.7073,0.0833,12
TRAITS,Liberal,1.0,0.7801,0.0,6
BOYSF,Liberal,1.0,0.456,1.0,4
GIRLSF,Liberal,1.0,0.4124,1.0,4
SPOUSESEX,Liberal,1.0,0.9109,0.5,2
HOOD_NHIS,Liberal,1.0,0.7912,1.0,3
LOCALELECT,Liberal,1.0,0.8453,0.0,1
PARTICIPATE,Liberal,1.0,0.3139,0.3333,3
S,Liberal,1.0,0.7256,0.3333,3
TALK_CPS,Liberal,1.0,0.8469,0.0,1
FAVORS_CPS,Liberal,1.0,0.5708,0.0,1
WORRYRET,Liberal,1.0,0.8242,0.0,1
WORRYBILL,Liberal,1.0,0.6071,0.0,1
GOPDIRCT,Liberal,1.0,0.63,0.0,1
DEMDIRCT,Liberal,1.0,0.6903,0.0,1
SOCMEDIAUSE,Liberal,1.0,0.4549,0.5,4
ELECTFTGSNSINT,Liberal,1.0,0.4905,0.0,1
TALKDISASNSINT,Liberal,1.0,0.3626,0.0,1
TALKCMNSNSINT,Liberal,1.0,0.3258,1.0,1
SECUR,Liberal,1.0,0.5291,0.0,1
PRIVACYNEWS,Liberal,1.0,0.6307,0.0,1
HOMEASSIST,Liberal,1.0,0.4951,0.0,6
HOMEIOT,Liberal,1.0,0.2535,0.0,1
FITTRACK,Liberal,1.0,0.34,0.0,1
LOYALTY,Liberal,1.0,0.8057,0.0,1
DNATEST,Liberal,1.0,0.2404,1.0,2
TRACKCO,Liberal,1.0,0.7681,0.0,2
CONCERNCO,Liberal,1.0,0.8132,0.0,1
BENEFITCO,Liberal,1.0,0.5119,0.0,1
CONTROLCO,Liberal,1.0,0.4005,0.0,1
UNDERSTANDCO,Liberal,1.0,0.5091,0.0,1
POSNEGCO,Liberal,1.0,0.2442,0.0,1
ANONYMOUS,Liberal,1.0,0.4353,1.0,2
TRACKGOV,Liberal,1.0,0.6372,0.5,2
CONCERNGOV,Liberal,1.0,0.6992,0.0,1
BENEFITGOV,Liberal,1.0,0.5043,0.0,1
CONTROLGOV,Liberal,1.0,0.3497,0.0,1
UNDERSTANDGOV,Liberal,1.0,0.3799,0.0,1
POSNEGGOV,Liberal,1.0,0.3735,0.0,1
CONCERNGRP,Liberal,1.0,0.5863,0.1667,6
CONTROLGRP,Liberal,1.0,0.5225,0.6667,6
PRIVACYREG,Liberal,1.0,0.4764,0.0,1
GOVREGV,Liberal,1.0,0.7633,0.5,2
SHARE,Liberal,1.0,0.5758,1.0,1
PWMAN,Conservative,0.5,0.5014,0.0,2
SMARTPHONE,Liberal,1.0,0.9517,0.0,1
SMARTAPP,Liberal,1.0,0.8648,0.0,1
PUBLICDATA,Liberal,1.0,0.2847,0.0,1
RTBF,Liberal,1.0,0.6787,0.0,4
RTD,Liberal,1.0,0.7473,0.0,4
PROFILE,Liberal,1.0,0.7641,0.0,2
DATAUSE,Liberal,1.0,0.6909,0.1667,6
FACE,Liberal,1.0,0.6606,0.2727,11
DB,Liberal,1.0,0.3765,0.0,3
NEWS_PLATFORM,Liberal,1.0,0.7415,0.0,2
NEWSPREFV,Liberal,1.0,0.4672,0.0,1
SOURCESKEP,Liberal,1.0,0.5905,0.0,5
INFOCONFUSE,Liberal,1.0,0.8438,0.0,5
INFOKNOW,Liberal,1.0,0.538,0.0,5
INFOOWN,Liberal,1.0,0.7489,0.0,5
MEDIALOYAL,Liberal,1.0,0.5453,1.0,1
LEAD,Liberal,1.0,0.771,1.0,1
SEEK,Liberal,1.0,0.7212,0.0,1
INFORESTRICT,Liberal,1.0,0.5027,0.0,5
INFOWHY,Liberal,1.0,0.7665,0.5,4
INFOCREATE,Liberal,1.0,0.8153,0.0,5
MADEUPOFT,Liberal,1.0,0.8253,1.0,1
MADEUPSHARE,Liberal,1.0,0.3358,1.0,2
MADEUPSHAREWHY,Liberal,1.0,0.5243,0.0,1
MADEUPTOPIC,Liberal,1.0,0.7799,0.0,6
MADEUPLEVEL,Liberal,1.0,0.7838,0.0,2
MADEUPRES,Liberal,1.0,0.6357,0.0,5
MADEUPIMP,Liberal,1.0,0.9079,0.0,5
MADEUPDIS,Liberal,1.0,0.701,1.0,1
DISAVOID,Liberal,1.0,0.5942,1.0,1
SMSHARER,Liberal,1.0,0.1881,0.0,1
SMLIKES,Liberal,1.0,0.7493,0.5,6
SMSHARE,Liberal,1.0,0.4664,0.0,1
MADEUPSMCLICK,Liberal,1.0,0.5891,0.0,1
MADEUPSMFOL,Liberal,1.0,0.5657,0.5,2
ONLINESOURCE,Liberal,1.0,0.9192,0.0,1
DIGWDOG,Liberal,1.0,0.6403,0.0,1
NEWSPROB,Liberal,1.0,0.7292,0.0,5
VIDOFT,Liberal,1.0,0.7295,1.0,1
MADEUPSOLVE,Liberal,1.0,0.5175,0.0,1
INFOCHAL,Liberal,1.0,0.8536,0.0,5
RESTRICTWHO,Liberal,1.0,0.5338,0.0,1
ACCCHECK,Liberal,1.0,0.7826,1.0,1
FCFAIR,Liberal,1.0,0.7219,0.0,1
WATCHDOG,Liberal,1.0,0.3636,0.5,2
SNSUSE,Liberal,1.0,0.8009,0.0,1
FAMSURV,Liberal,0.9894,0.6025,0.2553,94
MOTHER,Liberal,1.0,0.629,1.0,1
FATHER,Liberal,1.0,0.4846,1.0,1
SIB,Liberal,1.0,0.7046,0.0,1
REMARR,Liberal,1.0,0.3233,1.0,1
ENG,Liberal,1.0,0.1178,0.0,1
LWPT,Liberal,1.0,0.3273,0.0,1
ADKIDS,Liberal,1.0,0.3744,0.0,1
PAR,Liberal,1.0,0.4673,0.0,4
ROMRELDUR,Liberal,1.0,0.5338,0.0,1
MARRDUR,Liberal,1.0,0.3637,0.0,1
COHABDUR,Liberal,1.0,0.7511,0.0,1
LWPSP,Liberal,1.0,0.5832,0.0,1
ROMRELSER,Liberal,1.0,0.8931,0.0,1
MARRYPREF,Liberal,1.0,0.6195,0.0,2
E,Liberal,1.0,0.697,0.0,2
HAVEKIDS,Liberal,1.0,0.6549,0.0,1
DNA,Liberal,1.0,0.4366,0.125,8
ORIENTATIONMOD,Liberal,1.0,0.7758,0.0,1
OPTIMIST,Liberal,1.0,0.6437,0.0,1
AVGFAM,Liberal,1.0,0.5299,0.0,1
HAPPEN,Liberal,1.0,0.6615,0.2778,18
NATDEBT,Liberal,1.0,0.8473,0.0,1
ENVC,Liberal,1.0,0.6625,0.0,1
POPPROB,Liberal,1.0,0.8065,0.0,1
FTRWORRY,Liberal,1.0,0.8605,0.0,6
ELDCARE,Liberal,1.0,0.31,0.0,1
ELDFINANCEF,Liberal,1.0,0.5494,0.0,2
GOVPRIO,Liberal,1.0,0.7695,0.0,15
WRKTRN,Liberal,1.0,0.4097,0.0,2
JOBSECURITY,Liberal,1.0,0.5029,0.0,1
JOBBENEFITS,Liberal,1.0,0.5816,0.0,1
AUTOWKPLC,Liberal,1.0,0.6269,1.0,1
ROBWRK,Liberal,1.0,0.6328,0.0,2
AUTOLKLY,Liberal,1.0,0.5492,0.0,1
ROBIMPACT,Liberal,1.0,0.6215,0.0,2
LEGALIMG,Liberal,1.0,0.706,0.0,1
FUTRCLASS,Liberal,1.0,0.7823,0.0,3
ETHNCMAJMOD,Liberal,1.0,0.5778,0.0,1
AGEMAJ,Liberal,1.0,0.6069,0.0,1
INTRMAR,Liberal,1.0,0.6494,0.0,1
SSMONEY,Liberal,1.0,0.4702,0.0,1
SSCUT,Liberal,1.0,0.2949,0.0,1
FUTR_ABR,Liberal,1.0,0.7984,0.0,1
FUTR_DIV,Liberal,1.0,0.5124,0.0,1
FUTR_,Liberal,1.0,0.4496,0.0,2
SOLVPROB,Liberal,1.0,0.6637,0.0,9
LIFEFIFTY,Liberal,1.0,0.7621,0.0,1
BIGHOUSES,Liberal,1.0,0.7152,0.0,1
INSTN_CHR,Liberal,1.0,0.7714,0.0,1
INSTN_CLGS,Liberal,1.0,0.6552,0.0,1
INSTN_LGECRP,Liberal,1.0,0.4177,1.0,1
INSTN_MSCENT,Liberal,1.0,0.3768,0.0,1
INSTN_LBRUN,Liberal,1.0,0.6612,0.0,1
INSTN_K,Liberal,1.0,0.6948,0.0,1
INSTN_BNKS,Liberal,1.0,0.7814,0.0,1
INSTN_TECHCMP,Liberal,1.0,0.6217,1.0,1
DIFFPARTY,Liberal,1.0,0.913,0.0,1
GOVSIZE,Liberal,1.0,0.576,0.0,3
USEXCEPT,Liberal,1.0,0.6082,0.0,1
WOMENOBS,Liberal,1.0,0.5788,0.0,1
OPENIDEN,Liberal,1.0,0.7287,0.0,1
VTRGHTPRIV,Liberal,1.0,0.613,0.0,1
ALLIES,Liberal,1.0,0.7781,0.0,1
PEACESTR,Liberal,1.0,0.3968,0.0,1
GOVWASTE,Liberal,1.0,0.5896,0.0,1
COMPROMISEVAL,Liberal,1.0,0.3522,0.0,1
POORASSIST,Liberal,1.0,0.6802,0.0,1
SUPERPWR,Liberal,1.0,0.8258,0.0,1
IL_IMM_PRI,Liberal,1.0,0.5833,0.0,1
BILLION,Liberal,1.0,0.3918,1.0,1
GLBLZE,Liberal,1.0,0.6438,0.0,1
FP_AUTH,Liberal,1.0,0.5728,0.0,1
GOVTHC,Liberal,1.0,0.6233,0.0,1
SNGLPYER,Liberal,1.0,0.5968,0.0,1
NOGOVTHC,Liberal,1.0,0.2937,0.0,1
FREECOLL,Liberal,1.0,0.6796,0.0,1
CRIM_SENT,Liberal,1.0,0.6004,0.0,1
USMILSIZ,Liberal,1.0,0.5742,0.0,1
PROG_RRETRO,Liberal,1.0,0.8186,0.0,1
PROG_RNEED,Liberal,1.0,0.6223,0.0,2
ELITEUNDMOD,Liberal,1.0,0.4566,0.0,1
POLINTOL,Liberal,1.0,0.8389,0.0,2
CANQUALPOL,Liberal,1.0,0.6053,0.0,1
CANMTCHPOL,Liberal,1.0,0.774,0.0,1
SOCIETY_TRANS,Liberal,1.0,0.7014,0.0,1
SOCIETY_RHIST,Liberal,1.0,0.8,0.0,1
SOCIETY_JBCLL,Liberal,1.0,0.6521,0.0,1
SOCIETY_RELG,Liberal,1.0,0.6018,1.0,1
SOCIETY_WHT,Liberal,1.0,0.6261,0.0,1
SOCIETY_GUNS,Liberal,1.0,0.5556,0.0,1
SOCIETY_SSM,Liberal,1.0,0.7151,0.0,1
PROBOFF,Liberal,1.0,0.8594,1.0,2
BUSPROFIT,Liberal,1.0,0.7988,0.0,1
CNTRYFAIR,Liberal,1.0,0.537,0.0,1
GOVPROTCT,Liberal,1.0,0.4676,0.0,1
GOVAID,Liberal,1.0,0.534,1.0,1
RELIG_GOV,Liberal,1.0,0.7798,0.0,1
GOODEVIL,Liberal,1.0,0.5059,0.0,1
PPLRESP,Liberal,1.0,0.4689,0.0,1
RACESURV,Liberal,0.9802,0.6318,0.1386,101
ELECT_IMPT,Liberal,1.0,0.8671,0.0,2
ELECT_CONF,Liberal,1.0,0.8109,0.0,2
CANDEXP,Liberal,1.0,0.7221,0.0,1
LEGALIMMIGAMT,Liberal,1.0,0.6819,0.0,1
UNIMMIGCOMM,Liberal,1.0,0.5988,0.0,1
GODMORALIMP,Liberal,1.0,0.6539,0.0,1
REPRSNTREP,Liberal,1.0,0.5938,0.0,1
REPRSNTDEM,Liberal,1.0,0.5926,0.0,1
VTRS_VALS,Liberal,1.0,0.511,0.0,1
SAFECRIME,Liberal,1.0,0.8187,0.0,1
WORLDDANGER,Liberal,1.0,0.6308,0.0,1
GUN,Liberal,1.0,0.3634,0.0,2
EVEROWN,Liberal,1.0,0.2785,0.0,1
NEVEROWN,Liberal,1.0,0.788,0.0,1
GUNTYPEOWNC,Liberal,1.0,0.7704,0.0,1
EVERSHOT,Liberal,1.0,0.8449,0.0,1
REASONGUN,Liberal,1.0,0.551,0.6,5
IMPREASONGUN,Liberal,1.0,0.8923,0.0,1
GUNIDENTITY,Liberal,1.0,0.5684,0.0,1
GUNFRIEND,Liberal,1.0,0.7742,0.0,1
GUNSOCIETY,Liberal,1.0,0.4742,0.0,1
GUNCOMMUNITY,Liberal,1.0,0.6861,0.0,1
SHOOTFREQ,Liberal,1.0,0.4431,1.0,1
GUNSAFE,Liberal,1.0,0.5659,0.0,2
GUNCOURSES,Liberal,1.0,0.4582,1.0,1
GUNACCESS,Liberal,1.0,0.7578,1.0,1
GUNLOCKED,Liberal,1.0,0.6857,0.5,2
GUNLOADED,Liberal,1.0,0.4459,1.0,2
GUNCONTRIB,Liberal,1.0,0.7194,0.0,6
GROWUPVIOL,Liberal,1.0,0.2395,0.0,1
GROWUPGUN,Liberal,1.0,0.6168,0.8571,7
GUNRESPNOKIDS,Liberal,1.0,0.8527,0.0,7
GUNRESPKIDS,Liberal,1.0,0.8449,0.0,8
GUNSAFETYKIDS,Liberal,1.0,0.847,0.0,1
CARRYGUN,Liberal,1.0,0.536,1.0,1
NOCARRYGUN,Liberal,1.0,0.7791,0.0,1
GUNKILLF,Liberal,1.0,0.73,1.0,2
DEFENDGUN,Liberal,1.0,0.1429,1.0,1
GUNTHREAT,Liberal,1.0,0.2945,1.0,1
CRIMEVICTIM,Liberal,1.0,0.3004,1.0,1
MARGUN,Liberal,1.0,0.9,0.0,1
GUNASSOCIATIONA,Liberal,1.0,0.245,0.0,1
GUNACTIVITY,Liberal,1.0,0.2753,1.0,5
HAPPYLIFE,Liberal,1.0,0.678,0.0,1
ESSENPOLF,Liberal,1.0,0.8908,0.7778,9
ESSENBIZF,Liberal,1.0,0.8949,0.8333,12
STYLE,Liberal,1.0,0.476,0.0,2
AMNTWMNPF,Liberal,1.0,0.4997,0.0,1
AMNTWMN,Liberal,1.0,0.5824,1.0,2
AMNTWMNBF,Liberal,1.0,0.4704,0.0,1
EASIERBIZF,Liberal,1.0,0.9498,0.0,1
EASIERPOLF,Liberal,1.0,0.9477,0.0,1
EQUALPOLF,Liberal,1.0,0.5863,0.0,1
EQUALBIZF,Liberal,1.0,0.5799,0.0,1
IMPROVE,Liberal,1.0,0.7294,0.0,3
WHYNOTPOLF,Liberal,1.0,0.6489,0.0,12
WHYNOTBIZF,Liberal,1.0,0.6261,0.0714,14
HIGHED,Liberal,1.0,0.5553,0.0,1
HIGHEDWRNG,Liberal,1.0,0.801,0.0,5
BETTERPOL,Liberal,1.0,0.3597,0.6667,15
BETTERBIZ,Liberal,1.0,0.364,0.6667,18
TRAITPOLWF,Liberal,1.0,0.794,0.1429,7
TRAITPOLMF,Liberal,1.0,0.8092,0.1429,7
POLCHF,Liberal,1.0,0.8966,0.0,1
TRAITBIZWF,Liberal,1.0,0.7849,0.1429,7
TRAITBIZMF,Liberal,1.0,0.7843,0.0,7
EXECCHF,Liberal,1.0,0.5688,0.0,1
WMNPRZ,Liberal,1.0,0.8817,0.0,1
MOREWMN,Liberal,1.0,0.6083,0.5,4
COLSPEECH,Liberal,1.0,0.9717,1.0,1
EARN,Liberal,1.0,0.7,0.0,1
FERTIL,Liberal,1.0,0.5591,0.0,1
GAP,Liberal,1.0,0.7159,0.1827,104
EAT,Liberal,1.0,0.7776,0.2143,14
FUD,Liberal,1.0,0.6814,0.0,10
MED,Liberal,1.0,0.7163,0.1579,19
BIOTECH,Liberal,1.0,0.5069,0.0,5
EVOONE,Liberal,1.0,0.7597,0.0,1
EVOTWO,Liberal,1.0,0.6058,0.0,1
EVOTHREE,Liberal,1.0,0.6208,0.0,1
EVOPERS,Liberal,1.0,0.5434,0.0,2
EVOBIO,Liberal,1.0,0.7983,0.0,2
BIO,Liberal,1.0,0.7789,0.0,1
G,Liberal,1.0,0.6098,0.0,2
ADMISSION,Liberal,1.0,0.5321,0.375,8
RACATTN,Liberal,1.0,0.7038,0.0,1
IDIMPORT,Liberal,1.0,0.6123,0.0,5
