id,topic,macro_area,baseline_valid_rate,perm_valid_rate,dup_valid_rate,threat_valid_rate,threat_economic_valid_rate,threat_it_system_valid_rate,threat_legal_valid_rate,baseline_choice,log_consistency_rate,jsd_permutation,jsd_duplication,jsd_threat,jsd_threat_economic,jsd_threat_it_system,jsd_threat_legal,most_disruptive_threat,threat_economic_stable,threat_it_system_stable,threat_legal_stable,permutation_stable,duplication_stable,threat_resistant,political_affinity,alignment_score,human_alignment_wd,wd_democrat,wd_republican,wd_independent,wd_liberal,wd_moderate,wd_conservative
GUN1_W26,GUN,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0019482643368720998,0.0008666100820750641,0.00013304609042239302,0.0008408913877530519,0.0006163661637300263,0.0003724593880292992,Economic,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.753,0.247,0.3631008075370121,0.10407902621722848,0.2273864304235091,0.35035005820721765,0.23872284569138275,0.16848895966029726
EVEROWN_W26,EVEROWN,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.005727445971690166,0.0033927126918656294,6.259417407559902e-05,7.406800207285692e-06,0.0002692162470972646,0.0014298604750522335,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.5818,0.4182,0.4581214227309894,0.378858234295416,0.3872902097902098,0.4567341678939617,0.4191912487708948,0.36932156133828997
NEVEROWN_W26,NEVEROWN,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.00511417453278315,0.005666476646677105,0.0005469824947311828,0.00037200398313591907,0.00027281077008441996,0.001182475673459171,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Liberal,0.7645000000000001,0.23549999999999993,0.014767938931297742,0.3602200836820083,0.24800496613995482,0.00993333333333335,0.2213166666666666,0.33233300248138953
GUNTYPEOWNC_W26,GUNTYPEOWNC,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.007173042646023934,0.005099217301005887,0.0034871734063681367,0.0038367051479793364,0.001973680141574256,0.007848882058236199,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Liberal,0.9003,0.19940000000000008,0.20313225806451612,0.2169161888701518,0.21447567084078722,0.16488431372549023,0.18856909667194938,0.238419526627219
EVERSHOT_W26,EVERSHOT,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0016040076360873902,0.02087067868194999,7.227052560081779e-06,0.0002311508589182831,0.0009164324739487292,4.803564936442951e-05,IT_System,Robust,Robust,Robust,Robust,Robust,Stable,Democrat,0.7173,0.2827,0.18282751677852344,0.3752948670944088,0.32103162830349535,0.23727723577235776,0.2761090006618134,0.33937849686847593
REASONGUNA_W26,REASONGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0585490765849912,0.07732519908851934,0.0014531179225978391,0.00017448180852487442,0.0007189264893636528,0.007413283277880118,Legal,Robust,Robust,Robust,Stable,Stable,Stable,Moderate,0.9615777722227776,0.07684445555444475,0.15558216041513712,0.22004072884637027,0.06895796906795826,0.21677776666777754,0.046127685368109295,0.17272840617172858
REASONGUNB_W26,REASONGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.038728846762695945,0.042198417168323614,0.0012833730564288618,0.0005316513673702767,0.0012087008440138612,0.004312651859524933,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.7127000000000001,0.5745999999999999,0.7733595419847328,0.49124078674948235,0.5704333333333333,0.7759888888888888,0.580267701863354,0.45244653465346535
REASONGUNC_W26,REASONGUN,Guns,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.056657943582928146,0.05219283194538309,0.0016669614646381064,0.0009493985230424945,0.0006102295418011933,0.004965577254939555,Legal,Robust,Robust,Robust,Stable,Stable,Stable,Independent,0.7928000000000001,0.4143999999999999,0.6553908396946564,0.40317297297297283,0.3243441441441441,0.5135333333333334,0.4572270270270269,0.3483141439205955
REASONGUND_W26,REASONGUN,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.03136020558893818,0.05220127333452198,0.002658181248580763,0.0005712519732319219,0.0025621980734056365,0.00748191146835894,Legal,Robust,Robust,Robust,Robust,Stable,Stable,Republican,0.5591999999999999,0.8816,0.9214298850574714,0.834616149068323,0.9118122448979593,0.9566189944134079,0.8874500000000001,0.8700337468982631
REASONGUNE_W26,REASONGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.025263820602939118,0.006243040739426843,0.0013435541922644917,0.00014702510743741902,0.0013410926752945322,0.00479616978574279,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Democrat,0.42879999999999996,1.1424,1.1071916030534352,1.1595158004158006,1.154145045045045,1.141222905027933,1.1391829875518673,1.1739148148148149
IMPREASONGUN_W26,IMPREASONGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.019329045490464693,0.03659274119187452,0.0010325735252851506,0.0020865002578415066,0.00032327976822313094,0.0026575804295255493,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Moderate,0.7713696155384461,0.9145215378462156,0.8064650677789367,0.9427610727299365,0.8467977036493246,0.8507227708601689,0.728755616058506,1.065702618927297
GUNIDENTITY_W26,GUNIDENTITY,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.00567032812198025,0.01858670737887936,0.0022322591640029574,0.005101799350282216,0.00041487606655888205,0.007145731214503062,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.8748915241809152,0.3753254274572545,0.9434440586359616,0.08456840266386606,0.3898695716013987,0.8679476496794767,0.5014190092377928,0.16198158509272237
GUNFRIEND_W26,GUNFRIEND,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.020755042276171132,0.040313427105396205,0.002624116092029798,0.005595478112188618,0.0010829359610652822,0.0066081713488913675,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.9026055305530553,0.2921834083408341,0.4652413896646388,0.32937549074056344,0.3143405249615871,0.4154551093407212,0.31699574117887275,0.2980473723047981
GUNSOCIETY_W26,GUNSOCIETY,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0004293468641911628,0.000758093813406531,0.0018414129545119388,0.0019305158623599498,0.0,0.007318876914788643,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.9073,0.09269999999999995,0.10882238193018479,0.060513824884792566,0.09389446366782,0.09738347205707487,0.13302980576021428,0.06160526315789472
GUNCOMMUNITY_W26,GUNCOMMUNITY,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.016220741253543707,0.00982236461830311,0.0004069770331319549,1.8790397076752857e-06,0.00026570593885114237,0.005985625443816274,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Moderate,0.9596,0.04039999999999999,0.08112967032967033,0.17270646352723906,0.0628642050390964,0.042480522565320755,0.02988791946308722,0.13283708820403817
SHOOTFREQ_W26,SHOOTFREQ,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0037804861879010693,0.004739444727984943,0.0013036615893008887,0.00029740933859956483,0.0032804877265843004,0.005252919586790289,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.7114609094242756,0.8656172717271728,1.229218407960199,0.6507503688092728,0.7526484276729559,1.1401843450479232,0.8388412780656304,0.7154281602002504
GUNSAFE_W26,GUNSAFE,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0036632192388695896,0.004995980910757859,0.00023482081120010896,0.0010616501569164806,0.00042445741687157165,0.0010257359774833235,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Democrat,0.8241499999999999,0.3517,0.3078904761904762,0.47122955974842773,0.35885289982425306,0.3339058823529412,0.3574942511346445,0.44256949806949797
GUNSAFE2_W26,GUNSAFE,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0015145438037200093,0.0015052181542310197,0.000183912845256976,0.0015519179540770117,0.00041735477488427994,0.0005951297066089741,Economic,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.82235,0.35529999999999995,0.44306240601503755,0.281714953271028,0.36392191780821914,0.44036495726495734,0.40963061224489794,0.2585952380952381
GUNCOURSES_W26,GUNCOURSES,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0005512398496222513,0.004394933641780786,0.0032110775570929756,0.0027165277696817006,0.0006837899277672249,0.00851532571084058,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.8685999999999999,0.13140000000000007,0.2754449664429531,0.028963644773358055,0.06433829787234047,0.23663364377182777,0.1265818061088978,0.026252301255230148
GUNACCESS_W26,GUNACCESS,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.008894925040130685,0.004719337082005257,0.00031880628227246943,0.0015667259401627549,0.0023164433227265344,0.0006013740149442402,IT_System,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.8991367663233677,0.30258970102989685,0.5465270266866443,0.25826920413548704,0.2998222802154174,0.6617093846170938,0.3270560910713908,0.18735694668746522
GUNLOCKED1_W26,GUNLOCKED,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0020051990192877876,0.0029954027541881853,0.000696128357995804,0.0007741749290220893,0.0014150338401178247,0.0020067272584309293,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.9352860313968603,0.12942793720627932,0.19795662650602408,0.1655929824561404,0.1436795031055902,0.20026919431279622,0.16941933216168714,0.13506666666666683
GUNLOADED1_W26,GUNLOADED,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.01089954801688764,0.02253640555994923,0.0006033361979737488,0.000902056005092437,0.001094453893765813,0.002387953434879453,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.8015998850114988,0.39680022997700237,0.49920173147850394,0.33044670885024185,0.4206168966436691,0.5444292019396193,0.435422649905828,0.33177595380773733
GUNLOCKED2_W26,GUNLOCKED,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.004189770019316096,0.004764117116564055,0.0022759210914163434,0.0017038839105412793,0.0019389506508218897,0.00334152006880721,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Independent,0.9657,0.0343,0.10258536585365857,0.07916129032258062,0.0050243902439024435,0.07509090909090904,0.1374285714285714,0.08479365079365081
GUNLOADED2_W26,GUNLOADED,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0006891188354686047,3.192932399059692e-05,4.70229177185629e-05,1.8144332819225947e-06,4.734803188637072e-05,0.00015255863513229193,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.8190999999999999,0.1809,0.1686037037037037,0.14231935483870967,0.18094938271604938,0.21035454545454546,0.17276516853932583,0.17918571428571428
GUNCONTRIBA_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.004647063289756583,0.0010613132759454613,0.002170246879839933,0.0030182745199489876,0.0007483225942686205,0.00992129205182798,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Moderate,0.9871153084691531,0.03865407459254078,0.5858451916103062,0.5263458043543672,0.11176399366866041,0.5221234002620743,0.0563427057028692,0.48926535917836794
GUNCONTRIBB_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.009129057260530562,0.029382616217982268,0.0019691681851606198,0.0023512243452360275,0.0005902742364907341,0.010879536512787584,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.7805,0.6585000000000002,0.8140328859060403,0.5815702108157654,0.6193299829642254,0.7897213704994195,0.6866579854208088,0.5366
GUNCONTRIBC_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.002275113325596198,0.017140445979684168,0.0017951743749028892,0.0019268621901957818,0.0008697892354331037,0.007971693118640757,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.9418232723272327,0.1745301830183017,0.20054636488340188,0.13162857142857148,0.18669317406143351,0.17208202247191007,0.19742826086956522,0.14893126338329749
GUNCONTRIBD_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0034952960151909715,0.005410331834939424,0.004131873791752444,0.0059852993494042255,0.0032148734685482627,0.011550441673178357,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.9128666666666666,0.2614000000000001,0.3666739368998627,0.21946415770609318,0.3045871794871795,0.3530279279279278,0.3240145183175034,0.19688197424892706
GUNCONTRIBE_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.010134336586768157,0.024619872794002136,0.0022931617250071964,0.002857100618602432,0.0008327770781223384,0.007851287906117024,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.9629638130479715,0.1111085608560855,0.11346001974202724,0.1541148443766872,0.14353019629049782,0.16103435161034352,0.10117276319071589,0.08884139947737107
GUNCONTRIBF_W26,GUNCONTRIB,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0041486514205870935,0.02179471287328855,0.003978739387391334,0.003964488437532661,0.0019483860929366016,0.016750202758887035,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.8711105422791054,0.3866683731626835,0.44342069104347825,0.3465141198545549,0.36033616977285304,0.4542829010077199,0.37722816563998557,0.3363802679036798
GROWUPVIOL_W26,GROWUPVIOL,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0057669125908059865,0.022096645911097362,0.002736776337911298,0.004610626759634747,0.00029524599851049604,0.007755953129255714,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Democrat,0.6001666666666667,1.1995,1.116225520483546,1.3744534435261708,1.1722425531914893,1.1454093023255814,1.1628357615894038,1.2980747390396659
GROWUPGUN1_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.0010916882267316826,0.017219737632916225,1.3990919772736618e-05,0.0002836266875936933,0.0028558871083732462,0.004899722211381627,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Democrat,0.7903773627362736,0.4192452745274528,0.33092953020134214,0.5318775322283609,0.4371382978723403,0.3576525029103609,0.4105026507620941,0.48792110762800417
GROWUPGUN2A_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.02059309559558698,3.5749628487627676e-05,0.00018303702220542027,8.810250854666275e-05,0.0004705605008051631,0.002915733805157135,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.9047,0.09530000000000005,0.16415590551181108,0.06728235294117657,0.07220000000000004,0.13370971128608927,0.08304948453608252,0.10243942652329752
GROWUPGUN2B_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.02216076090146573,0.007992331267751465,0.00010875079934640667,0.00025610781563505797,0.0008889589850171309,0.0021312511455879673,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Liberal,0.9212,0.07879999999999998,0.014821259842519696,0.13306983894582725,0.07992407704654902,0.009571916010498671,0.09199677419354846,0.14160840787119855
GROWUPGUN2C_W26,GROWUPGUN,Guns,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,A,1.0,0.01621882777229008,4.0788294190997026e-05,0.0009686084844504581,0.0018278845409462376,6.60214930654282e-05,0.003560935642692269,Legal,Robust,Robust,Robust,Robust,Robust,Collapses,Republican,0.8759999999999999,0.12400000000000005,0.21904150943396228,0.08388159057437417,0.09078202247191014,0.17231623036649218,0.12938835705045282,0.1008722719141324
GROWUPGUN4_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.012174316356491877,0.03615574732149169,0.000968462510358122,0.0027011816900368423,0.0013820095811261663,0.004109967766233171,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.8880037337067039,0.3359887988798881,0.3618918792605653,0.30600499321187186,0.34675657139173643,0.3592367593305292,0.33776391132366623,0.33217752154962343
GROWUPGUN6_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.003971129590577007,0.014492328753608168,0.0017551477869875557,0.0013818336341343091,0.0013743900073427127,0.009770619046711775,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.6910949261592827,0.9267152215221521,1.1601998992950655,0.8107860192102454,0.8358107822410147,1.0965611916264089,0.9268063533507396,0.8289993662864383
GROWUPGUN7_W26,GROWUPGUN,Guns,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,,0.0,0.013643108772027158,0.0035253021410122983,0.0014659401990038876,0.0029757333383025734,0.00031050532700945335,0.008298097084468822,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Conservative,0.7424999999999999,0.7725000000000001,1.0465993288590605,0.6169341597796144,0.6297579216354344,0.9686767441860465,0.7599438701126574,0.5814916666666667
GUNRESPNOKIDSA_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.011595081008041524,0.018909101375515335,0.0008833713679427951,0.0016143791867069372,0.00010597508179058245,0.003604878891024694,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.7599333333333332,0.7202000000000002,0.9050448559670784,0.5459858168761222,0.7149860068259386,0.8757943820224721,0.7610959183673469,0.5860751605995717
GUNRESPNOKIDSB_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.004797410353588858,0.020062047404711396,0.0008523358137341487,0.001840072006641203,0.00020936771856009797,0.0034027527269458314,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.8428349150950157,0.47149525471495274,0.6990344921551803,0.2286769511454652,0.48131705600770996,0.683853285100384,0.5183296384258033,0.25087190205710636
GUNRESPNOKIDSC_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.009379267873783969,0.01650259561220362,0.0014543197080750002,0.0023583386219582815,0.00018097529341907668,0.004037460809568228,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.6950086791320869,0.9149739626037394,1.00177698873854,0.8187222570382099,0.9219124241422011,1.013737191303291,0.9606464421677722,0.8042711788778293
GUNRESPNOKIDSD_W26,GUNRESPNOKIDS,Guns,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,,0.0,0.009755218545802954,0.028481644295473407,0.0011365637101902514,0.0025536225760976073,0.00021869861253726876,0.003768894515770423,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Democrat,0.8671086508650865,0.39867404740474066,0.2555931342453047,0.5775952595259527,0.3936727006033939,0.2653277775910372,0.3617758225526696,0.6096723596410276
GUNRESPNOKIDSE_W26,GUNRESPNOKIDS,Guns,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A,1.0,0.003415809316552327,0.001510328333067374,0.0008639797598093613,0.002242537418812841,0.0005425347322705028,0.0030076761884063365,Legal,Robust,Robust,Robust,Robust,Robust,Stable,Republican,0.8526302018596353,0.442109394421094,0.7805616216217722,0.20940611302509554,0.3063543288126723,0.7754159652418444,0.4317096671303961,0.21585288963678984
GUNRESPNOKIDSF_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.0034396398667100835,0.005393595055886442,0.0011620547913933758,0.0016394731438521106,0.0005212103721128308,0.003887814864110495,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.8346102623071027,0.49616921307869205,0.7478692130786923,0.25231365752313645,0.4668435720530511,0.6825870460358027,0.5302430193542718,0.2885972644705552
GUNRESPNOKIDSG_W26,GUNRESPNOKIDS,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.007921349052541785,0.006268756928364619,0.0013062724466120171,0.002263921137413886,0.0001099066674918217,0.00373971169574181,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Democrat,0.8140890055672233,0.55773298329833,0.530097802197802,0.5791544802867384,0.5806397260273974,0.5642228699551572,0.5607785811732607,0.5598057815845825
GUNRESPKIDSA_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.013955139576291235,0.03160887719874356,0.0008636051851021592,0.0018215969600367048,0.00026539609511318777,0.0031225673525331512,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Republican,0.6577250091675835,1.0268249724972498,1.1677143904866676,0.9328369269564526,0.9717588708023345,1.1383448272187993,1.0422022747021784,0.9532014551148364
GUNRESPKIDSB_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.014420206052926836,0.012704072963504516,0.0010715470692571909,0.002284841669620452,0.00045608019637590646,0.0028382596597914117,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.7453333333333334,0.764,0.9792463576158942,0.6479647058823531,0.6589504244482173,0.9928265060240966,0.7764597402597404,0.6078632443531831
GUNRESPKIDSC_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,,0.0,0.006427688184557494,0.003477260916345452,0.0010898443923734284,0.0018960467372892247,0.00012359687050008186,0.002743614716540853,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.6741666666666666,0.9775000000000001,1.0576509933774831,0.9282389312977097,0.9360215619694395,1.050155072463768,0.9898188556566967,0.9173841889117045
GUNRESPKIDSD_W26,GUNRESPKIDS,Guns,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.010774046219064984,0.03413198799584584,0.000575577458747401,0.0011479382050049664,0.00010063055895684671,0.0024954123441535097,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Democrat,0.8675,0.39749999999999996,0.17213809523809523,0.5950666666666666,0.5016142857142857,0.200052709359606,0.34034751381215467,0.7095098654708519
GUNRESPKIDSE_W26,GUNRESPKIDS,Guns,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,0.0,0.009597321280167027,0.04741971654313512,0.0007468448130610749,0.0016463209372610309,8.510168670576147e-05,0.0025504988816554457,Legal,Robust,Robust,Robust,Robust,Robust,Improved,Conservative,0.9043754357897544,0.28687369263073687,0.5067922855955609,0.14136406428561304,0.2080575114009635,0.3826909175111198,0.32679918282681547,0.11529630619027653
